Timestamp,HeartRate
873,88
1837,88
2811,88
3774,88
4712,88
5713,88
6671,88
7639,88
8599,88
9572,88
10497,88
11525,88
12473,88
13432,88
14391,88
15358,88
16290,88
17295,88
18285,88
19236,88
20193,88
21155,88
22084,88
23083,88
24051,88
25020,88
26003,88
26953,88
27891,88
28879,88
29842,88
30817,88
31806,88
32757,88
33673,88
34674,88
35640,88
36605,88
37603,88
38540,88
39469,88
40469,88
41433,88
42399,88
43366,88
44329,88
45263,88
46279,88
47230,88
48192,88
49164,88
50124,88
51059,88
52059,88
53040,88
53989,88
54959,88
55950,88
56851,88
57850,88
58823,88
59797,88
