time,pulse
8e-06,387
0.010444,391
0.02098,436
0.031524,479
0.042068,521
0.052604,556
0.06314,576
0.073676,589
0.08422,590
0.094756,579
0.1053,564
0.115884,539
0.126468,508
0.137064,482
0.147652,448
0.158236,419
0.168832,396
0.17942,371
0.190004,362
0.2006,361
0.211188,365
0.221772,381
0.232368,393
0.242956,409
0.25354,433
0.264136,455
0.274724,484
0.285308,507
0.295896,523
0.306484,539
0.317068,549
0.327656,550
0.338244,554
0.348832,548
0.359412,539
0.369996,530
0.38058,512
0.391164,493
0.401748,474
0.412332,445
0.422924,422
0.4335,395
0.444084,369
0.454668,353
0.465252,331
0.475836,315
0.48642,313
0.497004,311
0.507588,317
0.518172,332
0.528756,346
0.53934,365
0.549924,382
0.560508,396
0.571092,418
0.581676,441
0.59226,464
0.602844,497
0.613444,530
0.624028,574
0.634612,621
0.645212,659
0.655796,695
0.66638,719
0.676964,729
0.687548,732
0.698148,716
0.708732,694
0.719316,664
0.729912,623
0.7405,579
0.751084,537
0.761684,492
0.772268,458
0.782852,425
0.793448,395
0.804036,376
0.81462,358
0.825216,345
0.835804,344
0.846388,340
0.856984,344
0.867572,351
0.878156,359
0.888752,377
0.89934,390
0.909924,403
0.92052,422
0.931108,436
0.941692,450
0.95228,469
0.962868,479
0.973452,488
0.98404,495
0.994628,494
1.005212,499
1.015844,501
1.026468,498
1.037104,501
1.047732,495
1.058356,489
1.068992,484
1.07962,470
1.090252,456
1.100892,443
1.111524,428
1.12216,420
1.132792,410
1.143428,399
1.15406,394
1.164692,387
1.175332,382
1.185972,386
1.196604,389
1.20724,399
1.217872,421
1.228492,444
1.239132,478
1.249764,515
1.260404,547
1.271044,587
1.281676,616
1.292308,636
1.30294,651
1.313576,649
1.324204,641
1.334836,629
1.345476,608
1.356116,588
1.366744,564
1.37738,539
1.388012,522
1.398648,503
1.40928,483
1.419908,468
1.430536,453
1.441172,443
1.451808,440
1.462436,434
1.47306,435
1.483696,438
1.494328,438
1.504964,446
1.515604,453
1.526236,455
1.536872,463
1.5475,464
1.558124,466
1.568748,473
1.579388,473
1.590012,473
1.600652,476
1.611284,474
1.621924,475
1.632564,474
1.643196,468
1.653836,468
1.664468,466
1.675104,464
1.685736,468
1.696356,466
1.706992,464
1.717628,467
1.72826,463
1.7389,461
1.749532,458
1.760172,449
1.770812,449
1.781436,444
1.792076,438
1.802708,442
1.813344,444
1.823972,455
1.834612,479
1.845248,503
1.855884,536
1.866512,574
1.877148,607
1.887776,643
1.898416,670
1.909044,685
1.919668,697
1.930308,695
1.94094,686
1.951576,674
1.96222,652
1.972848,626
1.983468,603
1.994108,574
2.004732,550
2.015372,527
2.025996,500
2.036632,485
2.047276,470
2.057904,458
2.068524,456
2.079156,451
2.089792,451
2.100428,462
2.11106,469
2.121684,479
2.132324,489
2.142956,497
2.153596,511
2.164228,520
2.174864,525
2.185508,531
2.196136,532
2.20676,531
2.217384,532
2.22802,524
2.23866,519
2.249284,512
2.259924,499
2.270564,493
2.281188,486
2.291828,475
2.30246,471
2.3131,462
2.32374,454
2.334364,456
2.345004,453
2.355632,453
2.366268,458
2.376908,460
2.387536,467
2.398156,473
2.408796,474
2.419424,481
2.43006,486
2.440688,494
2.45132,512
2.461964,531
2.472596,558
2.48322,596
2.493852,632
2.504492,671
2.515132,706
2.525772,730
2.536396,751
2.547036,761
2.557676,757
2.568316,751
2.578948,731
2.589588,707
2.600228,687
2.610856,657
2.621492,630
2.632124,605
2.642764,576
2.653404,555
2.664028,532
2.674664,509
2.6853,498
2.695932,485
2.706572,478
2.717204,477
2.72784,474
2.738468,474
2.7491,482
2.759724,487
2.770348,497
2.780984,507
2.791628,512
2.80226,524
2.812884,530
2.823524,534
2.834148,544
2.844788,544
2.855416,542
2.866056,544
2.8767,536
2.887328,531
2.897948,526
2.908576,515
2.919208,512
2.92984,506
2.94046,497
2.951104,498
2.961748,494
2.972372,490
2.983012,494
2.993636,491
3.004272,492
3.014916,493
3.02554,489
3.03618,494
3.046804,496
3.05744,493
3.068084,498
3.078708,496
3.089344,498
3.099988,510
3.110616,521
3.121252,539
3.131876,568
3.142512,599
3.153156,640
3.163796,680
3.174436,713
3.185068,748
3.195716,772
3.20636,785
3.216984,791
3.227604,779
3.238244,762
3.248872,744
3.259508,716
3.270136,688
3.280776,661
3.291412,627
3.302044,603
3.312672,579
3.323296,553
3.333932,536
3.344572,517
3.355196,502
3.36584,497
3.376468,486
3.387092,480
3.397732,482
3.408356,481
3.418992,490
3.429624,497
3.44026,501
3.450892,513
3.461524,520
3.47216,527
3.482792,537
3.493412,539
3.504052,540
3.514692,543
3.52532,536
3.535956,533
3.54658,527
3.557216,515
3.56786,511
