Timestamp,HeartRate
709,98
1656,98
2596,98
3581,98
4550,98
5522,98
6511,98
7463,98
8383,98
9390,97
10360,98
11326,98
12292,98
13273,98
14195,98
15193,98
16160,98
17127,98
18095,98
19081,98
19991,98
20996,98
21964,98
22929,98
23901,98
24890,98
25791,98
26808,98
27766,98
28736,98
29706,98
30693,98
31606,98
32608,98
33574,98
34538,98
35508,98
36477,98
37408,98
38416,98
39379,98
40342,98
41313,98
42286,98
43217,98
44215,98
45183,98
46181,98
47120,98
48086,98
49025,98
50025,98
50988,98
51955,98
52920,98
53888,98
54832,98
55836,98
56791,98
57760,98
58722,98
59696,98
