Timestamp,HeartRate
521,88
1524,88
2489,88
3475,88
4429,88
5391,88
6324,88
7322,88
8292,88
9254,88
10243,88
11191,88
12125,88
13122,88
14095,88
15057,88
16045,88
16997,88
17923,88
18925,88
19892,88
20863,88
21853,88
22808,88
23733,88
24732,88
25691,88
26662,88
27631,88
28615,88
29524,88
30529,88
31494,88
32459,88
33433,88
34398,88
35328,88
36330,88
37296,88
38262,88
39229,88
40197,88
41134,88
42138,88
43099,88
44095,88
45028,88
45996,88
46933,88
47942,88
48898,88
49861,88
50826,88
51796,88
52728,88
53752,88
54708,88
55664,88
56632,88
57595,88
58528,88
59530,88
