,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.2,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.14285714285714285,0.0,0.14285714285714285,0.12244897959183673,0.08523809523809525,0.08697764820213799
recall,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.2,0.12244897959183673,0.12,0.12244897959183673
f1-score,0.20000000000000004,0.0,0.0,0.20000000000000004,0.0,0.0,0.23529411764705882,0.16666666666666666,0.0,0.16666666666666666,0.12244897959183673,0.09686274509803922,0.09883953581432572
support,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.12244897959183673,49.0,49.0
