Timestamp,HeartRate
169,57
1171,57
2178,57
2994,57
3978,57
4979,57
5992,57
6985,57
7983,57
8780,57
9769,57
10768,57
11784,57
12785,57
13599,57
14580,57
15590,57
16589,57
17587,57
18571,57
19395,57
20370,57
21382,57
22373,57
23377,57
24379,57
25188,57
26185,57
27185,57
28189,57
29169,57
30008,57
30979,57
31975,57
32978,57
33978,57
34986,57
35793,57
36784,57
37783,57
38771,57
39768,57
40773,57
41592,57
42583,57
43580,57
44584,57
45588,57
46402,57
47380,57
48376,57
49375,57
50373,57
51376,57
52190,57
53184,56
54184,56
55196,56
56170,56
57007,56
57984,57
58972,57
59975,57
