Timestamp,HeartRate
73,93
876,93
1887,93
2854,93
3860,93
4872,93
5680,93
6664,93
7666,93
8672,93
9669,92
10671,92
11476,92
12480,92
13475,92
14471,92
15465,92
16288,92
17260,92
18272,93
19278,93
20266,93
21268,93
22078,93
23080,93
24075,93
25075,93
25912,93
26879,93
27858,92
28875,92
29872,92
30867,92
31690,92
32666,92
33678,92
34674,92
35673,92
36675,93
37478,93
38476,93
39457,93
40467,93
41465,93
42285,93
43260,93
44274,93
45274,93
46270,92
47271,92
48078,92
49078,92
50075,92
51074,92
51919,92
52884,92
53861,92
54867,92
55872,93
56873,93
57867,93
58676,93
59677,93
