Timestamp,HeartRate
439,64
1379,64
2382,64
3343,64
4314,64
5283,63
6252,64
7185,64
8187,63
9158,65
10118,64
11094,64
12061,63
12993,63
13998,64
14965,65
15933,64
16903,64
17893,63
18805,63
19804,63
20773,64
21746,64
22715,64
23700,64
24614,64
25619,65
26582,64
27580,65
28526,63
29501,64
30427,64
31428,65
32396,65
33369,64
34354,65
35306,65
36237,65
37240,65
38211,64
39181,65
40161,63
41113,63
42057,63
43050,63
44022,62
44989,65
45969,63
46925,65
47857,65
48862,64
49833,64
50820,64
51776,64
52735,64
53673,64
54674,64
55642,64
56626,64
57579,63
58549,63
59473,63
