ard_micro,pulse
8e-06,575
0.010444,528
0.02098,484
0.03152,452
0.04206,439
0.052596,431
0.063132,433
0.073676,440
0.08422,441
0.094756,453
0.1053,464
0.115884,471
0.126468,487
0.137064,490
0.147652,499
0.158236,505
0.168832,502
0.17942,512
0.190004,513
0.2006,513
0.211188,517
0.221772,514
0.232372,514
0.242956,516
0.25354,513
0.26414,511
0.274724,512
0.285308,505
0.295896,506
0.306484,509
0.317068,504
0.327656,510
0.338244,507
0.348828,504
0.359416,511
0.370004,514
0.380588,539
0.391176,571
0.401756,596
0.41234,628
0.422924,644
0.433508,650
0.444092,653
0.454676,644
0.46526,624
0.475844,594
0.486428,548
0.497012,497
0.507596,455
0.51818,411
0.528764,387
0.539348,376
0.549932,366
0.560516,375
0.5711,380
0.5817,391
0.592284,412
0.602868,427
0.613468,449
0.624052,468
0.634636,480
0.645236,495
0.65582,505
0.66642,511
0.677004,520
0.687588,523
0.698184,520
0.708772,523
0.719356,521
0.729952,520
0.74054,522
0.751124,514
0.761724,516
0.772308,510
0.782892,504
0.793488,511
0.804076,506
0.81466,504
0.825256,505
0.835844,499
0.846428,504
0.857024,504
0.867612,503
0.878196,504
0.88878,504
0.899372,498
0.909956,503
0.92054,505
0.931132,504
0.941716,510
0.9523,504
0.962884,505
0.973468,510
0.984052,505
0.994636,512
1.00522,509
1.015852,504
1.026476,510
1.037112,506
1.04774,507
1.058372,511
1.069012,506
1.079652,521
1.090284,547
1.100924,576
1.111556,608
1.122192,631
1.132836,642
1.143468,653
1.1541,653
1.164724,640
1.17536,627
1.185992,590
1.196612,545
1.207252,500
1.217892,446
1.228516,410
1.239156,383
1.24978,363
1.260416,365
1.271044,366
1.281668,374
1.2923,393
1.302932,408
1.313568,430
1.324204,454
1.334836,469
1.345472,485
1.3561,499
1.366728,505
1.377364,516
1.387996,522
1.398632,521
1.40926,526
1.419884,526
1.430508,523
1.441148,527
1.45178,518
1.46242,516
1.473052,518
1.483692,509
1.494332,513
1.504956,507
1.515596,500
1.52622,507
1.53686,503
1.5475,502
1.558128,505
1.568748,499
1.579388,503
1.590012,506
1.600652,503
1.611284,505
1.621924,505
1.632564,504
1.643196,507
1.653836,508
1.664468,503
1.675104,506
1.685736,506
1.696356,506
1.706992,512
1.717628,505
1.72826,506
1.7389,511
1.749532,507
1.760172,514
1.770812,514
1.781444,509
1.792084,520
1.802716,535
1.813352,564
1.82398,597
1.83462,617
1.845244,640
1.855884,650
1.866508,648
1.877148,639
1.88778,606
1.89842,562
1.90906,515
1.919684,468
1.930324,426
1.940956,403
1.951592,382
1.962236,377
1.972864,385
1.983484,386
1.994124,401
2.004748,417
2.015388,430
2.026016,454
2.036648,468
2.047292,478
2.057932,494
2.068572,500
2.079204,511
2.089844,518
2.100484,516
2.111116,522
2.12174,524
2.132364,521
2.143,525
2.153644,524
2.164276,517
2.174916,518
2.185556,515
