time,pulse
0.008,549
10.716,495
21.532,462
32.348,446
43.172,442
53.988,443
64.808,443
75.628,452
86.452,463
97.272,472
108.096,487
118.964,497
129.832,503
140.7,512
151.564,516
162.428,520
173.292,525
184.16,526
195.028,524
205.9,523
216.764,521
227.628,521
238.496,519
249.364,518
260.236,515
271.1,512
281.972,512
292.84,514
303.708,516
314.58,512
325.452,514
336.316,513
347.18,509
358.044,511
368.908,511
379.78,508
390.644,511
401.516,509
412.38,504
423.244,506
434.112,506
444.98,510
455.852,513
466.724,512
477.588,511
488.46,510
499.324,512
510.188,513
521.06,513
531.924,515
542.796,514
553.66,512
564.524,513
575.396,513
586.268,510
597.14,511
608.004,514
618.884,514
629.752,513
640.62,518
651.492,517
662.364,514
673.228,514
684.1,512
694.964,511
705.828,511
716.7,510
727.572,510
738.444,508
749.308,507
760.18,509
771.044,510
781.908,511
792.78,512
803.652,511
814.516,513
825.38,515
836.244,513
847.108,515
857.98,516
868.844,512
879.716,512
890.58,514
901.444,513
912.316,511
923.18,513
934.052,511
944.924,509
955.796,509
966.668,510
977.532,510
988.396,511
999.268,511
1010.132,511
1021.048,511
1031.972,513
1042.884,514
1053.8,514
1064.7,514
1075.612,513
1086.536,510
1097.436,512
1108.356,513
1119.264,511
1130.172,512
1141.092,511
1152.012,509
1162.916,511
1173.824,515
1184.74,513
1195.656,516
1206.564,515
1217.476,514
1228.388,517
1239.3,518
1250.212,515
1261.124,517
1272.04,514
1282.956,510
1293.868,510
1304.78,508
1315.696,506
1326.608,510
1337.516,508
1348.424,506
1359.348,511
1370.26,507
1381.168,508
1392.084,514
1402.996,510
1413.9,510
1424.812,516
1435.724,512
1446.632,511
1457.552,516
1468.46,512
1479.364,506
1490.284,514
1501.192,511
1512.1,511
1523.008,516
1533.916,510
1544.828,507
1555.732,511
1566.652,508
1577.568,509
1588.48,513
1599.388,511
1610.304,510
1621.212,514
1632.124,510
1643.036,511
1653.948,514
1664.86,506
1675.772,510
1686.684,513
1697.596,510
1708.512,514
1719.42,517
1730.332,514
1741.244,514
1752.16,516
1763.06,514
1773.972,518
1784.904,519
1795.82,517
1806.732,518
1817.64,518
1828.54,517
1839.46,518
1850.364,516
1861.28,510
1872.18,507
1883.084,506
1894.0,506
1904.908,507
1915.82,509
1926.736,509
1937.64,508
1948.548,508
1959.46,509
1970.376,509
1981.3,511
1992.212,511
2003.124,509
2014.04,509
2024.956,510
2035.884,508
2046.796,511
2057.708,511
2068.632,507
2079.54,507
2090.452,508
2101.372,507
2112.284,510
2123.196,512
2134.128,509
2145.028,511
2155.94,512
2166.856,510
2177.76,514
2188.676,516
2199.592,512
2210.504,515
2221.412,516
2232.316,515
2243.228,520
2254.132,519
2265.036,517
2275.952,521
2286.86,519
2297.772,517
2308.688,520
2319.588,515
2330.5,512
2341.412,514
2352.34,510
2363.252,508
2374.164,515
2385.096,512
2396.012,510
2406.924,514
2417.836,510
2428.764,508
2439.68,514
2450.604,510
2461.516,511
2472.432,516
2483.344,511
2494.252,512
2505.168,518
2516.092,514
2527.012,514
2537.924,516
2548.844,510
2559.772,510
2570.684,513
2581.596,509
2592.5,510
2603.416,510
2614.344,506
2625.252,510
2636.172,516
2647.076,514
2657.98,516
2668.904,516
2679.804,511
2690.716,513
2701.62,514
2712.524,512
2723.44,514
2734.34,514
2745.252,510
2756.164,511
2767.08,510
2777.988,509
2788.9,510
2799.816,510
2810.732,508
2810.732,start
2821.648,510
2832.556,507
2843.464,512
2854.384,516
2865.312,718
2876.228,975
2887.14,975
2898.052,976
2908.96,975
2919.876,975
2930.788,976
2941.7,976
2952.612,977
2963.524,978
2974.428,976
2985.348,976
2996.252,977
3007.156,977
3018.068,977
3028.98,976
3039.896,978
3050.804,978
3061.716,978
3072.632,977
3083.532,975
3094.444,976
3105.356,977
3116.268,978
3127.184,978
3138.1,978
3149.012,979
3159.932,978
3170.848,976
3181.772,975
3192.692,976
3203.604,976
3214.52,976
3225.44,977
3236.356,977
3247.272,977
3258.188,977
3269.1,976
3280.028,977
3290.936,976
3301.86,976
3312.772,974
3323.684,976
3334.6,977
3345.508,977
3356.412,977
3367.324,977
3378.236,975
3389.148,976
3400.068,976
3410.972,975
