ard_micro,pulse
7.364448,789
7.375092,882
7.385716,957
7.39634,973
7.40698,973
7.417604,973
7.428244,973
7.438868,973
7.449512,903
7.460156,822
7.470784,739
7.48142,656
7.49206,573
7.5027,500
7.51334,430
7.52398,373
7.53462,332
7.54526,297
7.555908,279
7.566548,274
7.577188,284
7.587828,312
7.59846,346
7.609084,385
7.61972,428
7.630356,469
7.641,509
7.651644,541
7.662284,562
7.672924,573
7.683568,576
7.694204,568
7.704844,553
7.715472,529
7.726108,500
7.736732,474
7.74738,449
7.75802,423
7.76866,403
7.7793,381
7.789932,368
7.800572,364
7.811212,359
7.821836,365
7.83248,371
7.843124,380
7.853764,398
7.864404,414
7.875036,428
7.885672,445
7.896316,457
7.906956,475
7.917584,489
7.92822,498
7.938856,506
7.9495,512
7.960124,515
7.970772,516
7.981412,513
7.992052,507
8.002684,502
8.013316,497
8.023952,488
8.034596,483
8.04522,472
8.055848,466
8.066484,462
8.07712,454
8.087764,450
8.098388,444
8.109032,438
8.11966,440
8.1303,439
8.14094,444
8.151568,462
8.162208,492
8.172852,550
8.183476,625
8.19412,715
8.204748,812
8.215384,904
8.226012,973
8.236636,974
8.24728,973
8.257916,973
8.26854,974
8.27918,973
8.289804,973
8.30044,892
8.311084,802
8.321712,714
8.332336,625
8.342972,539
8.353612,465
8.364252,397
8.37488,341
8.3855,304
8.39614,282
8.40678,282
8.41742,297
8.428044,325
8.43868,368
8.449324,418
8.459956,472
8.470596,524
8.48122,571
8.49186,609
8.5025,638
8.513128,654
8.523764,653
8.534404,644
8.545028,622
8.555668,596
8.566296,567
8.57694,532
8.58758,499
8.598204,467
8.608844,439
8.619472,422
8.630112,405
8.640756,397
8.651384,392
8.662024,392
8.67266,397
8.6833,403
8.69394,410
8.704568,421
8.7152,433
8.725844,448
8.736476,461
8.747116,471
8.757756,478
8.7684,485
8.779044,491
8.789668,494
8.800308,496
8.810932,490
8.821568,488
8.832212,486
8.842844,477
8.853468,469
8.864108,456
8.87474,445
8.885372,440
8.896012,432
8.906648,428
8.917292,425
8.92792,427
8.93856,446
8.949196,478
8.95984,529
8.970484,605
8.981116,696
8.991756,794
9.002396,887
9.013044,962
9.023684,973
9.034308,974
9.044952,974
9.055584,973
9.06622,974
9.07686,954
9.087488,886
9.098132,811
9.108772,726
9.119412,644
9.130052,562
9.140676,487
9.15132,426
9.161964,372
9.172588,334
9.183232,314
9.19386,309
9.204492,324
9.215132,351
9.225772,387
9.236408,431
9.247052,476
9.25768,524
9.268316,566
9.27894,599
9.289588,621
9.300228,633
9.310852,632
9.321484,619
9.332124,598
9.342772,565
9.353408,533
9.364044,501
9.374668,465
9.385308,437
9.395932,409
9.406572,390
9.417196,380
9.427844,372
9.438484,373
9.449124,375
9.459752,378
9.470388,388
9.481032,399
9.491676,410
9.502316,422
9.512956,433
9.523592,447
9.534232,463
9.544876,476
9.555516,484
9.56616,491
9.576804,495
9.587444,499
9.598084,502
9.608724,497
9.61936,494
9.630004,487
9.640628,480
9.651268,476
9.661892,465
9.67254,455
9.68318,448
9.69382,442
9.704444,441
9.715084,443
9.725728,457
9.736372,497
9.746996,557
9.757644,640
9.768284,740
9.778908,844
9.789548,943
9.800188,974
9.810824,973
9.821468,973
9.832108,974
9.84274,973
9.853364,974
9.864008,974
9.874636,974
9.885276,905
9.8959,809
9.90654,712
9.91718,622
9.927816,531
9.938452,454
9.949092,385
9.959732,333
9.970356,302
9.980996,287
9.991636,290
10.00228,312
