ard_micro,pulse
8e-06,434
0.010444,398
0.02098,384
0.031524,389
0.042068,404
0.052604,429
0.06314,472
0.073676,535
0.08422,619
0.094756,719
0.1053,823
0.115884,919
0.126468,974
0.137068,973
0.147652,974
0.158236,973
0.168832,974
0.17942,974
0.190004,974
0.2006,973
0.211188,903
0.221772,809
0.232368,712
0.242956,619
0.25354,529
0.26414,451
0.274724,386
0.285308,333
0.295896,297
0.306484,282
0.317068,286
0.327652,309
0.338244,343
0.348828,382
0.359416,431
0.370004,479
0.380588,525
0.391176,567
0.401756,594
0.41234,613
0.422924,616
0.433508,607
0.444092,594
0.454676,567
0.46526,540
0.475844,509
0.486428,478
0.497012,452
0.507596,430
0.51818,414
0.528764,403
0.539348,396
0.549932,388
0.560516,391
0.5711,395
0.5817,400
0.592284,410
0.602868,417
0.613468,427
0.624052,440
0.634636,447
0.645236,457
0.65582,464
0.666416,468
0.677004,473
0.687588,475
0.698188,479
0.708772,481
0.719356,476
0.729952,469
0.74054,462
0.751124,452
0.76172,442
0.772308,432
0.782892,420
0.793488,415
0.804076,414
0.81466,419
0.825256,446
0.835844,489
0.846428,565
0.857024,660
0.867612,765
0.878196,877
0.88878,969
0.899364,973
0.909948,973
0.920536,973
0.931124,974
0.941708,974
0.952296,973
0.962884,974
0.973468,973
0.984052,889
0.994636,796
1.00522,703
1.015848,608
1.026468,526
1.037104,447
1.047732,386
1.058356,349
1.068992,321
1.07962,316
1.090252,325
1.100892,346
1.111524,384
1.122164,426
1.132804,468
1.143436,512
1.15406,549
1.164692,581
1.175332,602
1.185972,610
1.196604,607
1.207244,597
1.217884,578
1.228512,554
1.239148,528
1.249772,496
1.260408,470
1.27104,446
1.281664,422
1.2923,407
1.302932,393
1.313572,387
1.324212,390
1.334844,389
1.345484,397
1.356124,405
1.366748,411
1.377388,424
1.38802,432
1.39866,438
1.4093,446
1.419932,451
1.430556,458
1.44118,464
1.451816,466
1.46246,465
1.473092,465
1.483728,459
1.49436,458
1.504996,455
1.515636,448
1.526268,443
1.536904,434
1.547532,426
1.558156,422
1.56878,410
1.579412,404
1.590048,402
1.600692,401
1.611324,410
1.62196,423
1.632588,451
1.643216,509
1.653852,590
1.664484,695
1.67512,811
1.685748,923
1.696376,974
1.706996,974
1.717636,973
1.72826,974
1.7389,974
1.749532,974
1.760172,974
1.770812,974
1.781436,974
1.792076,947
1.802708,845
1.813344,744
1.823976,649
1.834612,554
1.845248,475
1.855884,407
1.866508,356
1.877148,331
1.887772,318
1.89842,324
1.90906,348
1.919684,378
1.930324,418
1.940956,463
1.951592,502
1.962236,537
1.972864,566
1.983484,586
1.994124,596
2.004748,596
2.015388,583
2.026012,566
2.036648,544
2.047276,516
2.057916,492
2.068556,465
2.079188,442
2.089824,429
2.100456,414
2.111076,409
2.1217,404
2.13234,399
2.142972,406
2.153612,408
2.164244,415
2.17488,425
2.185524,432
2.196156,447
2.206796,457
2.21742,466
2.228056,473
2.238688,481
2.249324,488
2.259948,493
2.270588,496
2.281212,493
2.291852,494
2.302476,488
2.31312,483
2.323764,481
2.334388,469
2.345028,462
2.35566,453
2.366296,443
2.37694,438
2.387568,429
2.398188,418
2.408828,415
2.41946,408
2.4301,408
2.440728,409
2.45136,410
2.461988,426
2.472612,459
2.483236,514
2.493868,600
2.504508,707
2.515148,824
2.525788,944
2.536412,973
2.547052,974
2.557676,974
2.568308,973
2.57894,974
2.589576,974
2.600204,973
2.610828,974
2.62146,973
2.632092,974
2.642728,974
2.65336,896
2.663984,794
2.67462,695
2.68526,598
2.695892,519
2.706532,456
2.717156,411
2.727792,388
2.73842,385
2.749052,398
2.759688,427
2.770324,461
2.780964,494
2.791604,535
2.802236,572
2.812876,599
2.823516,622
2.834144,630
2.84478,631
2.855404,627
2.866044,608
2.876684,591
2.887312,564
2.897932,535
2.90856,513
2.91918,482
2.92982,461
2.940452,441
2.951088,425
2.961732,418
2.972356,411
2.982996,409
2.99362,410
3.004256,412
3.0149,420
3.025524,431
3.036172,441
3.046796,450
3.057424,463
3.068052,472
3.078692,484
3.089328,497
3.099956,501
3.110596,509
3.121236,514
3.131864,514
3.142508,518
3.153148,513
3.163788,507
3.174428,502
3.18506,493
3.195696,486
3.20634,478
3.216972,466
3.227608,460
3.238244,452
3.248872,444
3.259508,439
3.270132,433
3.280776,429
3.291412,431
3.302044,434
3.312676,447
3.323308,477
3.333948,524
3.344588,603
3.355212,705
3.365848,813
3.376484,928
3.387112,974
3.397748,974
3.408372,974
3.419008,974
3.429652,974
3.440276,974
3.4509,974
3.461532,974
3.472168,974
3.482796,974
3.493424,919
3.50406,815
3.5147,711
3.525324,613
3.535964,522
3.546592,444
3.557224,388
3.567868,350
3.578508,333
3.589132,339
3.599756,355
3.6104,391
3.621028,436
3.63166,482
3.642296,532
3.652924,574
3.663548,608
3.674188,638
3.68482,649
3.695456,653
3.706084,643
3.716708,622
3.727332,598
3.737972,566
3.748596,531
3.759236,499
3.769876,466
3.780512,440
3.791156,420
3.80178,403
3.81242,392
3.823044,389
3.83368,388
3.844324,393
3.854948,401
3.865572,408
3.876212,422
3.886836,436
3.897476,449
3.9081,467
3.918736,476
3.92938,485
3.94002,493
3.95066,496
3.961284,500
3.97192,499
3.982564,494
3.993188,493
4.003828,487
4.014468,484
4.025092,478
4.035732,470
4.046356,462
4.056996,457
4.067636,448
4.07826,439
4.0889,433
4.099524,424
4.11016,426
4.120788,434
4.131412,452
4.142036,497
4.152676,562
4.163308,654
4.173948,766
4.18458,876
4.19522,973
4.20586,974
4.216488,974
4.227108,974
4.23774,974
4.24838,974
4.25902,975
4.269648,974
4.280268,974
4.290908,974
4.301532,902
4.312168,797
4.322804,694
4.33344,592
4.344084,503
4.354708,426
4.365332,363
4.375956,326
4.3866,308
4.397232,307
4.407868,329
4.418504,356
4.429148,399
4.43978,449
4.45042,493
4.461044,539
4.471684,574
4.482324,598
4.492948,618
4.50358,619
4.51422,612
4.52486,597
4.5355,569
4.54614,543
4.556764,514
4.567404,481
4.578028,454
4.588668,431
4.599296,412
4.609936,398
4.620564,390
4.631196,380
4.641836,381
4.65246,384
4.663104,390
4.673748,401
4.684372,406
4.695012,417
4.705644,433
4.716268,440
4.726908,455
4.737536,463
4.748176,469
4.75882,476
4.769448,477
4.780068,478
4.7907,477
4.801348,471
4.811988,467
4.822628,464
4.833252,457
4.843892,450
4.854516,443
4.865148,434
4.875772,430
4.88642,424
4.89706,414
4.907688,409
4.918324,400
4.928948,400
4.939584,406
4.950228,415
4.960852,445
4.971476,498
4.982116,577
4.992744,686
5.00338,802
5.014004,922
5.02464,974
5.035284,974
5.045908,974
5.056548,975
5.067172,974
5.077816,975
5.08846,974
5.099088,974
5.109724,974
5.12036,967
5.130988,852
5.141628,747
5.152252,640
5.162888,538
5.17352,449
5.18414,370
5.194764,316
5.205404,285
5.21604,270
5.226668,280
5.237296,302
5.247936,338
5.25858,386
5.269212,432
5.279852,478
5.29048,519
5.301116,550
5.311756,576
5.322396,589
5.33302,587
5.343644,577
5.354284,557
5.364924,532
5.375548,505
5.386196,473
5.396836,440
5.407468,415
5.418108,392
5.42874,375
5.439376,364
5.45002,352
5.460644,351
5.471272,355
5.481908,357
5.492544,369
5.503188,376
5.513828,386
5.524452,403
5.535092,413
5.545716,428
5.556348,441
5.566988,450
5.577624,462
5.588252,471
5.598892,475
5.609532,478
5.620156,476
5.630804,470
5.641444,467
5.652068,459
5.662692,448
5.673332,438
5.683956,427
5.694596,419
5.70522,414
5.715864,403
5.726508,398
5.737148,394
5.747788,389
5.758412,394
5.769056,396
5.7797,413
5.790324,453
5.800948,514
5.811588,608
5.822216,717
5.832848,829
5.843484,936
5.854124,974
5.864764,974
5.875388,974
5.886028,974
5.896668,974
5.907304,974
5.917948,974
5.928572,949
5.939196,855
5.949836,750
5.960464,647
5.9711,550
5.981724,453
5.99236,377
6.003004,308
6.013632,257
6.024268,231
6.034892,218
6.045536,227
6.05618,252
6.066804,287
6.077452,338
6.088084,389
6.098724,440
6.109364,490
6.120004,532
6.130644,566
6.141284,588
6.151924,594
6.162564,589
6.173192,575
6.183836,551
6.194476,524
6.205116,492
6.215756,455
6.226396,428
6.237032,405
6.247676,383
6.2583,372
6.26894,359
6.279568,356
6.290212,363
6.300852,367
6.311476,378
6.32212,390
6.332764,400
6.343404,414
6.354036,423
6.364676,433
6.37532,443
6.385964,448
6.396604,457
6.407244,464
6.417872,464
6.428508,463
6.439148,464
6.449772,462
6.460404,458
6.471044,454
6.481668,443
6.492308,439
6.502932,436
6.513568,425
6.524212,422
6.534836,410
6.545476,401
6.5561,400
6.566736,389
6.577372,388
6.588004,386
6.598628,389
6.609268,410
6.619896,447
6.630532,508
6.641156,592
6.651796,691
6.662436,798
6.673068,903
6.6837,974
6.694324,974
6.704968,974
6.715612,974
6.72624,974
6.73686,974
6.7475,955
6.75814,868
6.76878,765
6.779404,659
6.79004,559
6.800684,460
6.811316,374
6.821956,303
6.83258,245
6.843216,212
6.853844,194
6.864484,191
6.875108,210
6.885748,240
6.896372,285
6.907012,338
6.917636,391
6.928276,442
6.938916,494
6.94954,535
6.96018,569
6.970808,590
6.981444,591
6.992084,587
7.002712,569
7.013352,542
7.02398,512
7.03462,474
7.045252,439
7.055884,413
7.06652,383
7.077148,364
7.087772,348
7.098404,336
7.109028,337
7.119672,338
7.130316,343
7.140956,355
7.1516,365
7.162228,381
7.172868,401
7.183508,418
7.194132,436
7.204776,454
7.21542,469
7.226044,484
7.236684,492
7.247312,492
7.257952,496
7.268596,495
7.27922,488
7.289868,484
7.3005,470
7.31114,461
7.32178,453
7.332404,438
7.343048,429
7.353692,418
7.364316,406
7.374956,406
7.385588,402
7.396232,412
7.406876,439
7.4175,483
7.42814,555
7.438768,641
7.449408,734
7.460052,828
7.47068,907
7.48132,967
7.491948,974
7.502588,974
7.513224,974
7.52386,944
7.5345,875
7.54514,795
7.55578,712
7.56642,616
7.577048,528
7.587688,445
7.598332,367
7.608972,307
7.6196,254
7.630236,216
7.640872,202
7.651516,201
7.662156,220
7.672796,254
7.683444,293
7.694076,345
7.704708,400
7.715348,451
7.725988,498
7.73662,537
7.74726,563
7.7579,583
7.76854,583
7.779188,571
7.789824,552
7.80046,522
7.8111,491
7.82174,462
7.832388,425
7.84302,397
7.85366,370
7.8643,348
7.874948,338
7.885572,325
7.896212,318
7.90684,322
7.91748,326
7.928124,338
7.938752,351
7.949388,362
7.960012,378
7.970656,395
7.9813,409
7.99194,425
8.00258,435
8.013212,440
8.023848,450
8.034492,452
8.045124,452
8.05576,452
8.066404,443
8.077028,437
8.087668,431
8.098308,418
8.108944,412
8.119588,400
8.130228,390
8.140868,392
8.151492,390
8.162132,401
8.172772,429
8.183412,475
8.194056,550
8.204692,642
8.215328,742
8.225956,842
8.236588,927
8.247228,974
8.257868,974
8.2685,975
8.27914,974
8.289764,974
8.3004,905
8.311044,822
8.321668,732
8.3323,631
8.342924,540
8.353564,456
8.364204,376
8.374828,314
8.385468,259
8.396108,219
8.406732,203
8.417372,195
8.428004,211
8.43864,240
8.449284,279
8.459916,330
8.47054,382
8.481164,432
8.491788,481
8.50242,517
8.513052,544
8.523692,561
8.534332,561
8.544956,549
8.555596,531
8.56622,504
8.576868,474
8.587508,442
8.598148,406
8.608776,379
8.619412,354
8.630048,334
8.640692,327
8.651316,314
8.661964,311
8.672604,316
8.683244,320
8.693884,333
8.704508,346
8.715144,357
8.725788,375
8.736412,390
8.74704,404
8.757676,420
8.768312,431
8.778956,442
8.789596,452
8.80024,456
8.810876,456
8.8215,456
8.83214,450
8.842764,445
8.853408,441
8.864052,426
8.874684,419
8.885324,407
8.895948,398
8.906596,395
8.917236,386
8.927876,384
8.938516,386
8.949156,395
8.9598,425
8.970444,476
8.981076,545
8.9917,637
9.00234,737
9.01298,835
9.02362,921
9.034244,973
9.04488,974
9.055524,974
9.066164,974
9.076804,935
9.087436,864
9.098084,771
9.108724,678
9.119364,585
9.130004,491
9.140628,413
9.151272,339
9.161916,278
9.172556,237
9.183196,203
9.193836,190
9.20446,195
9.215092,212
9.225732,250
9.236368,292
9.247012,341
9.257636,391
9.26826,436
9.278892,479
9.289532,514
9.300172,535
9.310796,544
9.321432,547
9.33206,537
9.3427,520
9.353332,497
9.363972,467
9.374612,438
9.385252,411
9.395876,383
9.406516,364
9.417156,343
9.4278,332
9.438444,330
9.449084,325
9.459708,330
9.470348,334
9.480992,339
9.491636,353
9.502276,362
9.51292,371
9.523548,380
9.53418,387
9.54482,397
9.555444,405
9.566088,409
9.576732,412
9.587372,413
9.597996,412
9.608636,411
9.619272,405
9.629916,395
9.640544,389
9.65118,380
9.66182,370
9.67246,366
9.6831,352
9.693728,345
9.704368,343
9.715012,336
9.725652,337
9.736292,338
9.746916,346
9.75756,377
9.768204,419
9.778832,487
9.789468,575
9.800096,672
9.810736,770
9.82138,861
9.83202,928
9.842656,966
9.853292,973
9.86392,955
9.874556,914
9.885196,852
9.89584,770
9.906484,685
9.917124,596
9.927764,512
9.938388,438
9.949032,364
9.959676,305
9.970316,257
9.980956,219
9.991596,202
10.00224,198
