ard_micro,pulse
8e-06,550
0.010444,567
0.02098,583
0.031524,594
0.042068,595
0.052604,589
0.06314,578
0.073676,560
0.08422,540
0.094756,522
0.1053,502
0.115884,487
0.126468,471
0.137068,463
0.147652,455
0.158236,451
0.168832,452
0.17942,454
0.190004,460
0.2006,464
0.211188,472
0.221772,478
0.232372,485
0.242956,493
0.25354,498
0.264136,503
0.274724,509
0.285308,511
0.295896,514
0.306484,514
0.317068,516
0.327656,514
0.338244,513
0.348828,513
0.359416,511
0.370004,512
0.380588,509
0.391176,506
0.401756,507
0.41234,505
0.422924,505
0.433508,505
0.444092,506
0.454676,505
0.46526,505
0.475844,506
0.486428,506
0.497012,506
0.507596,504
0.51818,506
0.528764,506
0.539348,506
0.549932,508
0.560516,507
0.5711,506
0.5817,508
0.592284,507
0.602868,507
0.613468,508
0.624052,509
0.634636,509
0.645236,509
0.65582,507
0.666416,508
0.677004,508
0.687588,507
0.698184,507
0.708772,508
0.719356,506
0.729952,510
0.74054,509
0.751124,513
0.761724,523
0.772308,540
0.782892,563
0.793488,582
0.804076,595
0.81466,599
0.82526,595
0.835844,586
0.846428,570
0.857028,551
0.867612,530
0.878196,510
0.888784,492
0.899372,477
0.909956,464
0.92054,454
0.931132,451
0.941716,447
0.9523,449
0.962892,454
0.973476,458
0.98406,466
0.994644,473
1.005228,480
1.015852,487
1.026476,494
1.037112,501
1.04774,506
1.058368,510
1.069004,512
1.079644,513
1.090268,516
1.100908,515
1.11154,515
1.122176,514
1.13282,513
1.143452,512
1.154076,508
1.164708,509
1.175344,507
1.185988,506
1.19662,506
1.207244,505
1.217884,504
1.228508,505
1.239148,504
1.24978,505
1.260416,504
1.27106,506
1.281684,506
1.292316,505
1.302948,506
1.313584,507
1.324216,507
1.334844,506
1.34548,507
1.356116,507
1.366744,507
1.37738,508
1.388012,506
1.398648,507
1.40928,507
1.419908,506
1.430536,508
1.441172,506
1.451808,507
1.462452,508
1.473084,506
1.48372,507
1.494352,507
1.504988,506
1.515628,507
1.52626,508
1.5369,509
1.54754,510
1.558172,511
1.5688,516
1.579428,532
1.590064,551
1.600708,571
1.61134,587
1.621964,595
1.632604,597
1.643228,588
1.653864,574
1.6645,559
1.67514,538
1.68578,518
1.696412,500
1.707044,482
1.717668,469
1.728304,460
1.73894,452
1.749568,451
1.760204,450
1.770844,454
1.781476,459
1.792116,465
1.802748,472
1.813384,480
1.824012,486
1.834644,493
1.845268,499
1.855892,504
1.866528,508
1.87716,511
1.88778,513
1.89842,515
1.90906,515
1.919688,514
1.930324,514
1.940956,513
1.951596,512
1.962236,512
1.972864,509
1.983484,509
1.994124,507
2.004748,507
2.015388,507
2.02602,505
2.03666,505
2.0473,504
2.05794,504
2.06858,505
2.079212,505
2.089852,505
2.100492,506
2.111124,507
2.121748,506
2.132372,507
2.143008,508
2.153652,508
2.164284,507
2.17492,508
2.185552,506
2.196188,508
2.206828,507
2.217452,507
2.228088,507
2.238716,507
2.249356,508
2.25998,508
2.270608,507
2.281252,507
2.291892,507
2.302516,508
2.31316,507
2.323804,509
2.334428,512
2.345064,515
2.3557,527
2.36634,547
2.37698,566
2.387604,581
2.398232,590
2.408868,591
2.419508,584
2.430148,573
2.440776,556
2.451412,538
2.462052,520
2.472676,499
2.483316,485
2.493948,472
2.504588,463
2.515228,458
2.52586,454
2.536488,454
2.547124,457
2.557768,461
2.568412,467
2.579044,474
2.58968,479
2.600316,488
2.61094,494
2.621572,501
2.632204,503
2.642844,507
2.653484,511
2.664116,512
2.674756,515
2.685388,514
2.696028,514
2.706668,514
2.7173,512
2.727936,512
2.738572,509
2.749196,509
2.759836,508
2.77046,507
2.781096,507
2.79174,505
2.802372,504
2.813012,505
2.823636,503
2.834272,506
2.844916,505
2.855548,505
2.866172,506
2.876812,506
2.887444,508
2.898084,506
2.908716,507
2.919352,508
2.929996,508
2.94062,508
2.95126,508
2.961884,508
2.97252,507
2.983148,508
2.993772,508
3.004404,507
3.015044,507
3.025668,508
3.036308,507
3.046932,508
3.057568,506
3.068212,508
3.078836,507
3.089476,507
3.1001,508
3.110744,507
3.121388,509
3.132012,508
3.142656,507
3.153284,509
3.163908,510
3.174544,514
3.185164,526
3.195808,546
3.206452,567
3.217084,583
3.227724,595
3.238352,596
3.248996,591
3.259636,580
3.270264,564
3.280908,545
3.29154,523
3.302176,504
3.31282,488
3.323452,473
3.334092,463
3.344732,455
3.355364,450
3.366004,452
3.376636,452
3.387272,457
3.3979,463
3.408528,469
3.419152,476
3.429788,483
3.440424,491
3.451052,498
3.46168,502
3.472312,505
3.482956,510
3.493588,513
3.504228,514
3.514852,516
3.525492,515
3.536132,514
3.546764,514
3.557388,512
3.568028,512
3.578664,510
3.589308,509
3.599936,508
3.610576,506
3.621204,506
3.631828,505
3.642468,505
