ard_micro,pulse
8e-06,365
0.010444,357
0.02098,373
0.031524,390
0.042068,405
0.052604,419
0.06314,429
0.073676,438
0.08422,444
0.094756,445
0.105296,448
0.115884,448
0.126468,447
0.137064,445
0.147652,442
0.158236,441
0.168832,439
0.17942,437
0.190004,436
0.2006,436
0.211188,434
0.221772,434
0.232368,432
0.242956,430
0.25354,428
0.264136,430
0.274724,441
0.285308,468
0.295896,514
0.306484,582
0.317068,672
0.327656,777
0.338244,881
0.348828,969
0.359412,971
0.370012,970
0.380596,970
0.39118,970
0.401764,971
0.412348,971
0.422932,915
0.433516,842
0.4441,767
0.454684,697
0.465268,631
0.475856,574
0.486436,527
0.49702,490
0.507604,462
0.518188,440
0.528772,423
0.539356,411
0.54994,399
0.560528,393
0.571108,391
0.581708,392
0.592292,397
0.602876,403
0.613476,412
0.62406,425
0.634656,438
0.645244,452
0.655828,463
0.666424,471
0.677012,475
0.687596,475
0.698196,475
0.70878,469
0.719364,462
0.72996,450
0.740548,440
0.751132,427
0.761728,416
0.772316,407
0.7829,397
0.7935,390
0.804092,385
0.814676,382
0.825272,383
0.83586,383
0.846444,385
0.85704,387
0.867628,390
0.878212,395
0.888796,401
0.89938,406
0.909964,409
0.920548,414
0.93114,418
0.941724,421
0.952308,425
0.9629,426
0.973484,428
0.984076,428
0.99466,428
1.005244,430
1.015884,429
1.026516,430
1.037156,431
1.047796,430
1.058428,432
1.069068,433
1.0797,434
1.090336,433
1.100968,433
1.111592,433
1.122232,433
1.132876,432
1.143508,430
1.154148,430
1.16478,435
1.175416,451
1.186044,486
1.196668,538
1.207292,616
1.217932,711
1.228556,815
1.239196,917
1.249824,970
1.260456,971
1.271084,970
1.281712,971
1.29234,970
1.302972,970
1.313608,939
1.324248,867
1.334876,788
1.345512,708
1.356148,632
1.36678,566
1.37742,511
1.388052,470
1.398692,439
1.409332,416
1.419964,401
1.430604,392
1.441236,388
1.451876,387
1.462516,390
1.473148,396
1.483772,406
1.494412,419
1.505048,433
1.515676,446
1.526304,460
1.536948,473
1.547588,484
1.558212,493
1.568852,497
1.579484,496
1.59012,493
1.600764,485
1.611396,477
1.622024,464
1.63266,449
1.643296,436
1.653932,424
1.664564,411
1.6752,401
1.685828,393
1.69646,390
1.7071,388
1.717732,387
1.728368,387
1.738996,391
1.749628,395
1.760268,400
1.7709,406
1.781536,410
1.79218,417
1.802812,420
1.813448,425
1.824076,430
1.834708,432
1.845348,436
1.85598,438
1.866616,440
1.877244,442
1.887868,443
1.898492,444
1.909132,444
1.919756,443
1.930388,442
1.941012,443
1.951648,440
1.962276,437
1.972904,433
1.983528,430
1.994164,432
2.0048,442
2.015432,466
2.026068,510
2.036704,577
2.04734,662
2.05798,759
2.06862,856
2.079252,941
2.089892,971
2.100532,970
2.111164,970
2.121804,971
2.132436,949
2.143076,886
2.153716,815
2.164348,736
2.174988,656
2.185612,581
2.196252,515
2.206892,462
2.217516,419
2.22816,389
2.238788,367
2.249428,353
2.260068,347
2.270692,349
2.281336,355
2.29198,368
2.302604,384
2.313244,404
2.323868,426
2.334504,445
2.345148,465
2.35578,483
2.366416,496
2.37706,505
2.387692,509
2.398332,507
2.408972,503
2.419612,495
2.430252,483
2.440876,468
2.4515,453
2.46214,436
2.472776,423
2.48342,411
2.494044,399
2.504668,388
2.515308,384
2.525936,381
2.536568,382
2.547204,381
2.55784,385
2.568484,390
2.579116,394
2.589744,400
2.600364,405
2.611,408
2.621644,414
2.632276,420
2.642908,425
2.653548,428
2.66418,431
2.67482,432
2.685444,433
2.69608,435
2.706708,436
2.717336,436
2.72796,435
2.73858,435
2.749216,437
2.75986,436
2.770484,439
2.78112,437
2.791764,437
2.802388,439
2.813028,439
2.823656,440
2.834288,437
2.844932,438
2.855564,439
2.866192,447
2.876828,467
2.887464,505
2.898092,568
2.908724,651
2.91936,751
2.929992,856
2.940612,953
2.951256,970
2.961876,970
2.972512,970
2.98314,970
2.993764,970
3.004388,970
3.015028,952
3.025656,877
3.036284,799
3.046916,720
3.057552,643
3.068196,579
3.078824,525
3.089448,484
3.100068,454
3.110716,431
3.121356,416
3.13198,408
3.14262,403
3.15326,401
3.163888,405
3.174516,410
3.18514,419
3.195784,431
3.206428,444
3.21706,458
3.227692,471
3.238324,484
3.24896,495
3.259588,499
3.270212,500
3.280856,500
3.291492,496
3.302124,488
3.312764,476
3.323396,463
3.334032,449
3.344676,436
3.355308,424
3.365932,412
3.376564,402
3.3872,394
3.397836,390
3.408464,386
3.419084,385
3.429724,389
3.440348,389
3.450988,393
3.46162,399
3.47226,403
3.4829,411
3.493532,415
3.504156,419
3.51478,424
3.525424,428
3.536052,432
3.546684,433
3.55732,435
3.567964,436
3.578588,438
3.589228,438
3.59986,437
3.610496,437
3.621128,437
3.631752,437
3.642388,437
3.653012,436
3.663648,436
3.674292,438
3.684916,439
3.69556,439
3.706204,439
3.716832,437
3.727468,437
3.738092,435
3.748728,433
3.759372,433
3.770012,443
3.780636,467
3.791276,511
3.801912,580
3.812556,670
3.82318,772
3.83382,879
3.84446,970
3.855084,970
3.865724,971
3.876352,970
3.886992,970
3.897636,971
3.908264,970
3.9189,931
3.929524,856
3.94016,778
3.950792,702
3.961428,633
3.972052,571
3.982692,521
3.993316,483
4.003956,455
4.014588,435
4.025224,418
4.035852,408
4.046476,403
4.0571,401
4.06774,404
4.078376,409
4.08902,416
4.099648,429
4.11028,442
4.120908,457
4.131536,470
4.142172,481
4.152796,491
4.163432,495
4.17406,496
4.184688,493
4.195308,486
4.205948,477
4.21658,466
4.22722,453
4.237852,440
4.248488,427
4.259116,413
4.269756,403
4.280396,397
4.291028,390
4.301664,387
4.312292,384
4.322924,386
4.333548,389
4.344188,393
4.354812,399
4.365452,404
4.376076,411
4.386712,418
4.397356,424
4.407996,430
4.418636,434
4.42926,438
4.4399,442
4.45054,446
4.461164,449
4.471788,449
4.482428,451
4.49306,451
4.5037,450
4.514324,450
4.524964,446
4.535604,444
4.546228,440
4.556868,436
4.5675,433
4.578144,429
4.588788,432
4.599412,447
4.61006,478
4.620692,531
4.631332,606
4.641972,695
4.652604,794
4.663244,887
4.673884,961
4.684508,970
4.695148,970
4.705772,970
4.716416,970
4.72706,918
4.737684,851
4.748316,779
4.758956,701
4.769604,627
4.780244,560
4.790884,501
4.801528,456
4.812164,421
4.822792,394
4.833424,378
4.844044,365
4.85468,361
4.865324,363
4.875948,370
4.886588,383
4.897212,398
4.90786,417
4.918492,437
4.929124,458
4.939748,476
4.950388,489
4.961028,498
4.971668,503
4.982292,505
4.99294,499
5.00358,490
5.014204,479
5.024844,464
5.035472,450
5.046112,437
5.056756,422
5.06738,410
5.078028,401
5.088652,396
5.099276,392
5.109912,390
5.120548,391
5.131188,394
5.141828,396
5.15246,401
5.1631,405
5.173724,412
5.18436,416
5.194988,419
5.205628,424
5.216252,426
5.226892,429
5.237516,429
5.248148,431
5.25878,430
5.26942,430
5.28006,431
5.290692,430
5.301332,431
5.311964,432
5.322612,432
5.333252,435
