,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.05263157894736842,0.0,0.05555555555555555,1.0,0.0,0.5,0.0,0.0,0.08,0.1608187134502924,0.1608187134502924
recall,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.08,0.08,0.08
f1-score,0.0,0.0,0.08333333333333333,0.0,0.08695652173913045,0.33333333333333337,0.0,0.28571428571428575,0.0,0.0,0.08,0.07893374741200829,0.07893374741200829
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,50.0,50.0
