,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.2857142857142857,0.0,0.25,0.0,0.0,0.125,0.3333333333333333,0.3333333333333333,0.0,0.20408163265306123,0.13273809523809524,0.13544703595724003
recall,0.0,0.4,0.0,0.2,0.0,0.0,0.2,0.6,0.6,0.0,0.20408163265306123,0.2,0.20408163265306123
f1-score,0.0,0.3333333333333333,0.0,0.22222222222222224,0.0,0.0,0.15384615384615385,0.42857142857142855,0.42857142857142855,0.0,0.20408163265306123,0.15665445665445665,0.1598514863820986
support,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.20408163265306123,49.0,49.0
