Timestamp,HeartRate
528,98
1545,98
2331,98
3313,98
4330,98
5318,98
6321,98
7325,98
8134,98
9127,98
10119,98
11115,98
12116,98
13130,98
13930,98
14928,98
15931,98
16934,98
17915,98
18759,98
19721,98
20717,98
21726,98
22730,98
23727,98
24555,98
25524,98
26513,98
27517,98
28525,98
29521,98
30353,98
31330,98
32332,98
33311,98
34327,98
35315,98
36147,98
37122,98
38132,98
39127,98
40139,98
41111,98
41941,98
42913,98
43925,98
44922,98
45926,98
46927,98
47735,98
48708,98
49727,98
50717,98
51718,98
52721,98
53534,98
54527,98
55526,98
56517,98
57519,98
58346,98
59324,98
