device_time_stamp,system_time_stamp,left_gaze_point_on_display_area_1,left_gaze_point_on_display_area_2,left_gaze_point_in_user_coordinate_system_1,left_gaze_point_in_user_coordinate_system_2,left_gaze_point_in_user_coordinate_system_3,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system_1,left_gaze_origin_in_user_coordinate_system_2,left_gaze_origin_in_user_coordinate_system_3,left_gaze_origin_in_trackbox_coordinate_system_1,left_gaze_origin_in_trackbox_coordinate_system_2,left_gaze_origin_in_trackbox_coordinate_system_3,left_gaze_origin_validity,right_gaze_point_on_display_area_1,right_gaze_point_on_display_area_2,right_gaze_point_in_user_coordinate_system_1,right_gaze_point_in_user_coordinate_system_2,right_gaze_point_in_user_coordinate_system_3,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system_1,right_gaze_origin_in_user_coordinate_system_2,right_gaze_origin_in_user_coordinate_system_3,right_gaze_origin_in_trackbox_coordinate_system_1,right_gaze_origin_in_trackbox_coordinate_system_2,right_gaze_origin_in_trackbox_coordinate_system_3,right_gaze_origin_validity
7504531274,106624063322,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
7504562768,106624094837,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
7504579410,106624111481,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
7504596096,106624128168,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
7504612893,106624144967,0.8764957189559937,-0.13175857067108154,207.82562255859375,349.88262939453125,120.50981140136719,1,6.8660736083984375,1,-65.32079315185547,-162.76553344726562,578.8263549804688,0.6500520706176758,0.8742309212684631,0.40962696075439453,1,0.8882311582565308,-0.00514505710452795,214.3035888671875,312.9400329589844,107.06385040283203,1,7.07574462890625,1,13.276115417480469,-162.87533569335938,582.343505859375,0.46941861510276794,0.8722203969955444,0.4096753001213074,1
7504629376,106624161450,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
7504646035,106624178106,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
7504662813,106624194882,0.8728681206703186,-0.12805068492889404,205.82322692871094,348.80078125,120.1160659790039,1,6.852996826171875,1,-65.38442993164062,-161.8848114013672,579.06787109375,0.6501358151435852,0.8720493912696838,0.40963035821914673,1,0.8890132308006287,0.0118786059319973,214.7352752685547,307.9729309082031,105.2559814453125,1,7.03814697265625,1,13.156888961791992,-161.9975128173828,582.5927734375,0.46970412135124207,0.8700546026229858,0.40967869758605957,1
7504679246,106624211314,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
7504695854,106624227923,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
7504712729,106624244799,0.8816526532173157,-0.13934171199798584,210.67225646972656,352.09521484375,121.31513977050781,1,6.8261566162109375,1,-65.34598541259766,-162.61012268066406,578.8675537109375,0.6500993967056274,0.8738467693328857,0.40962767601013184,1,0.8853463530540466,0.0011642379686236382,212.711181640625,311.0991516113281,106.39379119873047,1,7.077850341796875,1,13.149591445922852,-162.8595733642578,582.350830078125,0.46970829367637634,0.8721796274185181,0.4096754193305969,1
