Timestamp,HeartRate
33,98
999,98
1966,98
2955,98
3861,98
4872,98
5837,98
6805,98
7778,98
8760,98
9676,98
10683,98
11645,98
12618,98
13588,98
14565,98
15484,98
16494,98
17460,98
18434,98
19419,98
20372,98
21327,98
22304,98
23273,98
24242,98
25221,98
26177,98
27114,98
28114,98
29084,98
30078,98
31026,98
31990,98
32923,98
33926,98
34897,98
35879,98
36830,98
37800,98
38731,98
39736,98
40702,98
41681,98
42640,98
43609,98
44543,98
45544,98
46539,98
47485,98
48448,98
49417,98
50352,98
51351,98
52342,98
53322,98
54255,98
55221,98
56158,98
57162,98
58142,98
59102,98
