Timestamp,HeartRate
227,58
1178,58
2139,58
3102,58
4048,58
5041,58
6030,58
6981,58
7945,58
8915,58
9846,58
10849,58
11835,58
12792,59
13757,59
14720,59
15658,59
16658,59
17637,59
18600,59
19564,59
20532,59
21460,59
22493,59
23440,59
24405,59
25371,59
26347,59
27276,59
28302,59
29250,59
30216,59
31180,59
32156,59
33083,59
34106,59
35059,59
36024,59
36992,59
37957,59
38886,59
39913,59
40863,59
41830,59
42792,59
43766,59
44696,59
45714,58
46670,58
47639,58
48607,58
49576,58
50506,58
51518,58
52475,58
53442,58
54404,58
55374,58
56304,58
57318,58
58280,58
59250,58
