,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.06,0.05714285714285714,0.05714285714285714
recall,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.06,0.06000000000000001,0.06
f1-score,0.0,0.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.28571428571428575,0.0,0.0,0.06,0.0406926406926407,0.0406926406926407
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06,50.0,50.0
