,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.0,0.0,0.043478260869565216,0.3333333333333333,0.0,0.2,1.0,0.0,0.08,0.15768115942028987,0.15768115942028985
recall,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.08,0.08,0.08
f1-score,0.0,0.0,0.0,0.0,0.07142857142857142,0.25,0.0,0.20000000000000004,0.33333333333333337,0.0,0.08,0.08547619047619048,0.0854761904761905
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,50.0,50.0
