Timestamp,HeartRate
219,79
1184,79
2148,78
3069,78
4084,77
5072,79
6019,78
6982,78
7949,78
8885,78
9889,77
10877,77
11827,79
12790,79
13753,79
14682,79
15690,79
16655,79
17639,79
18594,79
19556,79
20489,79
21489,79
22462,79
23443,78
24398,78
25355,78
26290,78
27285,79
28261,79
29252,79
30207,79
31160,77
32099,77
33083,79
34054,79
35026,79
36015,79
36971,79
37884,79
38891,77
39854,77
40824,78
41788,78
42776,77
43683,77
44689,79
45660,79
46613,79
47594,79
48552,79
49492,79
50488,79
51447,79
52414,79
53377,79
54348,79
55275,79
56299,79
57246,78
58211,79
59176,79
