Timestamp,HeartRate
442,94
1380,94
2381,94
3371,94
4321,94
5289,94
6254,92
7190,92
8192,94
9174,94
10128,94
11095,94
12064,94
12996,94
14029,94
14975,94
15940,94
16906,94
17882,94
18814,94
19834,94
20786,94
21755,94
22720,94
23689,94
24624,94
25638,94
26597,94
27564,94
28535,94
29505,94
30445,94
31442,93
32405,93
33373,93
34343,93
35312,92
36253,92
37247,94
38214,94
39181,94
40154,93
41119,94
42052,94
43057,94
44025,94
44988,93
45966,94
46933,93
47862,93
48868,94
49833,94
50802,94
51771,94
52760,94
53671,94
54677,94
55645,94
56614,94
57584,93
58568,94
59482,94
