Timestamp,HeartRate
845,74
1814,74
2784,74
3752,74
4692,74
5690,74
6653,73
7623,72
8590,72
9563,74
10499,74
11502,74
12466,74
13434,74
14405,74
15371,74
16305,74
17308,74
18276,72
19240,74
20212,74
21183,74
22109,74
23115,74
24084,74
25052,73
26021,73
26987,73
27920,73
28925,73
29892,73
30861,73
31830,73
32795,73
33727,73
34730,74
35698,74
36660,74
37635,74
38629,74
39532,74
40535,74
41505,74
42473,74
43443,74
44432,74
45340,74
46348,74
47313,73
48287,72
49258,72
50237,71
51150,71
52160,71
53121,71
54091,71
55066,72
56043,72
56960,72
57969,72
58936,72
59906,72
