Timestamp,HeartRate
104,70
1056,71
2026,70
2990,71
3964,70
4906,70
5908,71
6873,71
7839,71
8841,71
9781,71
10717,71
11724,70
12689,70
13662,71
14631,71
15613,71
16538,71
17537,71
18504,70
19479,71
20467,71
21428,71
22347,71
23354,71
24327,71
25295,70
26280,71
27232,71
28173,71
29171,71
30142,70
31134,71
32083,71
33048,71
33981,71
34991,71
35960,71
36939,71
37894,70
38863,70
39795,70
40834,70
41792,70
42745,70
43709,71
44693,69
45616,69
46622,71
47602,71
48561,69
49525,71
50492,71
51428,71
52452,71
53407,71
54371,71
55339,70
56312,70
57247,70
58264,70
59219,70
