timestamp,pulse
0.44,561
0.872,559
1.304,557
1.784,554
2.264,552
2.736,550
3.224,546
7.02,509
13.972,476
21.616,456
29.26,454
36.904,442
44.552,438
52.196,436
59.84,439
67.484,452
75.132,459
82.776,461
90.42,468
98.064,474
105.712,488
114.052,494
122.392,498
130.732,500
139.072,503
147.412,514
155.752,515
164.092,512
172.432,512
180.772,512
189.112,519
197.452,515
205.792,513
214.132,511
222.472,512
230.812,518
239.152,515
247.492,510
255.832,509
264.172,512
272.512,517
280.852,511
289.192,511
297.532,509
305.872,515
314.212,517
322.552,513
330.892,513
339.232,511
347.572,518
355.912,518
364.252,509
372.592,513
380.936,513
389.272,526
397.612,518
405.952,516
414.292,513
422.632,516
430.972,520
439.316,519
447.652,515
455.992,514
464.332,518
472.672,523
481.012,518
489.352,516
497.692,515
506.032,523
514.372,524
522.712,521
531.052,518
539.392,519
547.732,525
556.072,527
564.412,523
572.752,523
581.092,520
589.432,528
597.772,523
606.112,520
614.452,517
622.792,520
631.132,525
639.472,522
647.812,518
656.152,517
664.492,520
672.832,523
681.172,517
689.512,517
697.852,513
706.192,520
714.532,518
722.872,516
731.212,512
739.552,513
747.892,520
756.232,519
764.572,514
772.912,514
781.252,512
789.592,520
797.932,515
806.272,513
814.612,509
822.952,511
831.292,515
839.632,512
847.972,508
856.312,507
864.652,510
872.992,514
881.332,509
889.672,508
898.012,504
906.352,511
914.692,510
923.032,508
931.372,504
939.712,504
948.052,511
956.392,510
964.732,506
973.072,506
981.412,505
989.752,515
998.092,508
1006.432,506
1015.464,502
1024.5,506
1033.536,506
1042.572,504
1051.604,502
1060.64,502
1069.676,508
1078.712,505
1087.744,505
1096.78,503
1105.816,511
1114.852,510
1123.884,509
1132.92,507
1141.956,510
1150.996,517
1160.024,514
1169.06,509
1178.096,511
1187.132,519
1196.164,517
1205.2,514
1214.236,511
1223.272,517
1232.304,520
1241.34,518
1250.376,516
1259.412,514
1268.444,520
1277.48,520
1286.516,515
1295.552,514
1304.592,517
1313.62,518
