Timestamp,HeartRate
175,60
1329,59
2135,59
3136,59
4138,59
5139,59
6134,59
7145,59
8131,59
9132,59
10145,59
11125,59
11952,59
12944,59
13937,59
14927,59
15936,59
16941,59
17925,59
18941,59
19940,59
20924,59
21768,59
22749,59
23743,59
24726,60
25739,60
26745,60
27727,60
28737,60
29741,60
30723,60
31738,60
32561,60
33547,60
34533,59
35533,59
36546,59
37522,59
38534,59
39542,59
40532,59
41527,59
42372,60
43349,60
44336,60
45333,60
46345,60
47332,60
48329,60
49341,60
50325,60
51333,60
52338,60
53157,60
54139,60
55129,60
56144,60
57128,59
58129,59
59146,59
