,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.1,0.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.08,0.06833333333333333,0.06833333333333333
recall,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.08,0.08,0.08
f1-score,0.0,0.0,0.13333333333333333,0.0,0.0,0.25,0.3076923076923077,0.0,0.0,0.0,0.08,0.0691025641025641,0.0691025641025641
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,50.0,50.0
