device_time_stamp,system_time_stamp,left_gaze_point_on_display_area_1,left_gaze_point_on_display_area_2,left_gaze_point_in_user_coordinate_system_1,left_gaze_point_in_user_coordinate_system_2,left_gaze_point_in_user_coordinate_system_3,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system_1,left_gaze_origin_in_user_coordinate_system_2,left_gaze_origin_in_user_coordinate_system_3,left_gaze_origin_in_trackbox_coordinate_system_1,left_gaze_origin_in_trackbox_coordinate_system_2,left_gaze_origin_in_trackbox_coordinate_system_3,left_gaze_origin_validity,right_gaze_point_on_display_area_1,right_gaze_point_on_display_area_2,right_gaze_point_in_user_coordinate_system_1,right_gaze_point_in_user_coordinate_system_2,right_gaze_point_in_user_coordinate_system_3,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system_1,right_gaze_origin_in_user_coordinate_system_2,right_gaze_origin_in_user_coordinate_system_3,right_gaze_origin_in_trackbox_coordinate_system_1,right_gaze_origin_in_trackbox_coordinate_system_2,right_gaze_origin_in_trackbox_coordinate_system_3,right_gaze_origin_validity
12635455762,12625559170,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635486618,12625589964,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635503260,12625606601,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635519946,12625623283,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635536540,12625639872,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635553226,12625656557,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,0.7418624758720398,0.17789490520954132,133.5081329345703,259.5335693359375,87.62548065185547,1,5.194793701171875,1,31.614501953125,-181.5240936279297,576.0433959960938,0.42669394612312317,0.9194038510322571,0.40958911180496216,1
12635569835,12625673170,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635586663,12625690004,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635603192,12625706535,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,0.7491140961647034,0.17196664214134216,137.51101684570312,261.2633361816406,88.25498962402344,1,5.180084228515625,1,31.451311111450195,-183.23904418945312,575.5050659179688,0.4270032048225403,0.9237644672393799,0.4095815420150757,1
12635619726,12625723065,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635636583,12625739919,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635653158,12625756490,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,0.7400090098381042,0.23201406002044678,132.4849853515625,243.7429962158203,81.8781967163086,1,5.4757232666015625,1,31.45207977294922,-182.8482208251953,575.63037109375,0.4270172715187073,0.9227681756019592,0.40958335995674133,1
12635669646,12625772983,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635686503,12625789846,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635703124,12625806474,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,0.7535350322723389,0.13554082810878754,139.9513397216797,271.8914489746094,92.12334442138672,1,5.149871826171875,1,31.583820343017578,-180.87123107910156,576.251708984375,0.4267912805080414,0.9177435636520386,0.4095916748046875,1
12635719566,12625822914,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635736423,12625839769,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,0.8085596561431885,0.12634368240833282,170.3249053955078,274.574951171875,93.10011291503906,1,5.098602294921875,1,31.550697326660156,-183.43679809570312,575.436279296875,0.42676448822021484,0.9242728352546692,0.409580796957016,1
12635753090,12625856433,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635769486,12625872823,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635786343,12625889669,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635803056,12625906370,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,0.7428343892097473,0.14869476854801178,134.04458618164062,268.0534362792969,90.72650909423828,1,5.2728729248046875,1,31.750104904174805,-183.4814910888672,575.4107666015625,0.4262997806072235,0.9243950843811035,0.40958020091056824,1
12635819406,12625922711,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635836263,12625939565,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,0.809798538684845,0.13023728132247925,171.0087890625,273.4388732910156,92.6866226196289,1,5.1280517578125,1,31.79693603515625,-181.3045654296875,576.1021118164062,0.4262797236442566,0.918853759765625,0.40958836674690247,1
12635853022,12625956321,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,0.7961347103118896,0.13323159515857697,163.46636962890625,272.5652160644531,92.36863708496094,1,5.143707275390625,1,31.82769775390625,-181.45130920410156,576.0538940429688,0.4262024462223053,0.9192280173301697,0.4095877707004547,1
12635869326,12625972622,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635886183,12625989486,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635902988,12626006302,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,0.7550399899482727,0.17810256779193878,140.7821044921875,259.4729919433594,87.60346984863281,1,5.391082763671875,1,32.39946746826172,-181.04917907714844,576.14990234375,0.42489320039749146,0.9182285666465759,0.4095904529094696,1
12635919252,12626022577,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635936103,12626039428,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,0.8019760251045227,0.14773735404014587,166.69076538085938,268.33282470703125,90.82813262939453,1,5.1052398681640625,1,32.4194221496582,-182.9451446533203,575.544677734375,0.4247682988643646,0.9230553507804871,0.40958118438720703,1
12635952954,12626056277,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635969166,12626072487,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
12635986023,12626089345,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,0
