,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.2,0.25,0.3333333333333333,0.25,0.0,0.0,0.25,0.25,0.2857142857142857,0.0,0.24489795918367346,0.18190476190476187,0.18561710398445092
recall,0.2,0.2,0.2,0.2,0.0,0.0,0.2,1.0,0.4,0.0,0.24489795918367346,0.24,0.24489795918367346
f1-score,0.20000000000000004,0.22222222222222224,0.25,0.22222222222222224,0.0,0.0,0.22222222222222224,0.4,0.3333333333333333,0.0,0.24489795918367346,0.185,0.18877551020408162
support,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.24489795918367346,49.0,49.0
