,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.15384615384615385,0.2,0.0,0.16666666666666666,0.10204081632653061,0.06633699633699633,0.06769081258877177
recall,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.2,0.10204081632653061,0.1,0.10204081632653061
f1-score,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.2222222222222222,0.20000000000000004,0.0,0.1818181818181818,0.10204081632653061,0.07707070707070707,0.07864357864357865
support,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.10204081632653061,49.0,49.0
