TestFile,Diff
1_mp3,17.5297109375
2_mp3,20.146810546875
3_mp3,16.1728828125
4_mp3,17.67441015625
5_mp3,19.568005859375
6_mp3,19.415111328125
7_mp3,20.45612890625
8_mp3,21.167240234375
9_mp3,18.107015625
10_mp3,16.76736328125
11_mp3,16.195837890625
12_mp3,16.18009765625
13_mp3,16.4851015625
14_mp3,17.246322265625
15_mp3,17.07801953125
16_mp3,17.905955078125
17_mp3,16.5515078125
18_mp3,16.73026171875
19_mp3,14.963033203125
20_mp3,17.4002890625
21_mp3,18.0816484375
22_mp3,15.160978515625
23_mp3,19.787263671875
24_mp3,19.597828125
25_mp3,21.34602734375
26_mp3,21.5373671875
27_mp3,19.9365
28_mp3,20.8305625
29_mp3,19.57989453125
30_mp3,19.187498046875
31_mp3,19.482478515625
(Avg.)shampoo,18.331262978830647
