TestFile,Diff
1_mp3,19.31237890625
2_mp3,21.569248046875
3_mp3,16.928369140625
4_mp3,18.62182421875
5_mp3,20.90177734375
6_mp3,20.66168359375
7_mp3,21.8473671875
8_mp3,22.547845703125
9_mp3,19.0050625
10_mp3,17.530171875
11_mp3,17.232359375
12_mp3,17.267205078125
13_mp3,17.714328125
14_mp3,18.291662109375
15_mp3,18.077109375
16_mp3,19.4150859375
17_mp3,17.634044921875
18_mp3,17.6676953125
19_mp3,15.973974609375
20_mp3,18.61958984375
21_mp3,19.17603125
22_mp3,16.748181640625
23_mp3,21.2879453125
24_mp3,21.025541015625
25_mp3,22.792251953125
26_mp3,23.23056640625
27_mp3,21.2465859375
28_mp3,22.561625
29_mp3,20.85813671875
30_mp3,20.25705859375
31_mp3,20.6621484375
(Avg.)shampoo,19.569834047379032
