TestFile,Diff
1_mp3,11.565
2_mp3,11.11812109375
3_mp3,10.9254873046875
4_mp3,11.59915234375
5_mp3,10.750865234375
6_mp3,10.329150390625
7_mp3,10.320935546875
8_mp3,11.292349609375
9_mp3,11.417783203125
10_mp3,12.0050380859375
11_mp3,10.857685546875
12_mp3,11.0586181640625
13_mp3,10.393994140625
14_mp3,10.71121484375
15_mp3,9.162853515625
16_mp3,11.2391806640625
17_mp3,10.864814453125
18_mp3,10.824896484375
19_mp3,10.8738095703125
20_mp3,11.21608203125
21_mp3,11.14485546875
22_mp3,11.680447265625
23_mp3,12.469544921875
24_mp3,10.949615234375
25_mp3,11.465958984375
26_mp3,11.5000546875
27_mp3,11.22276953125
28_mp3,12.5260673828125
29_mp3,12.26827734375
30_mp3,11.9649072265625
31_mp3,11.8742099609375
(Avg.)shampoo2,11.212701297883063
