TestFile,Diff
1_mp3,15.4674677734375
2_mp3,14.8206796875
3_mp3,11.4465478515625
4_mp3,9.309982421875
5_mp3,10.105416015625
6_mp3,11.4007373046875
7_mp3,8.857298828125
8_mp3,7.5778740234375
9_mp3,9.289576171875
10_mp3,8.7754990234375
11_mp3,16.562125
12_mp3,17.261296875
13_mp3,18.384591796875
14_mp3,16.8223828125
15_mp3,12.578681640625
16_mp3,15.75244921875
17_mp3,13.691857421875
18_mp3,15.85655078125
19_mp3,14.9797529296875
20_mp3,14.811427734375
21_mp3,13.8125244140625
22_mp3,16.6066953125
23_mp3,7.3031220703125
24_mp3,10.6799208984375
25_mp3,7.2797431640625
26_mp3,7.425326171875
27_mp3,7.0220859375
28_mp3,7.8333671875
29_mp3,7.150666015625
30_mp3,11.29240625
31_mp3,16.996724609375
(Avg.)shampoo,12.166283140120969
