TestFile,Diff
1_mp3,15.66630859375
2_mp3,14.946376953125
3_mp3,11.40611328125
4_mp3,11.5399423828125
5_mp3,11.037529296875
6_mp3,12.1721474609375
7_mp3,10.715529296875
8_mp3,9.1404931640625
9_mp3,9.780076171875
10_mp3,10.56840234375
11_mp3,15.4355400390625
12_mp3,14.849744140625
13_mp3,16.0216298828125
14_mp3,14.54062109375
15_mp3,12.96983203125
16_mp3,17.286875
17_mp3,14.31481640625
18_mp3,16.9221171875
19_mp3,16.36303515625
20_mp3,16.66275
21_mp3,15.12452734375
22_mp3,16.8344453125
23_mp3,7.64645068359375
24_mp3,11.5875654296875
25_mp3,7.3052685546875
26_mp3,7.5635048828125
27_mp3,7.06803955078125
28_mp3,7.52623486328125
29_mp3,8.14127783203125
30_mp3,11.79829296875
31_mp3,16.6964140625
(Avg.)shampoo,12.568771011844758
