,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.09523809523809523,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.10952380952380954,0.10952380952380952
recall,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
f1-score,0.0,0.0,0.1702127659574468,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.1,0.05035460992907802,0.05035460992907802
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1,50.0,50.0
