TestFile,Diff
1_mp3,24.045904296875
2_mp3,22.15558203125
3_mp3,20.21469140625
4_mp3,21.83155859375
5_mp3,24.52767578125
6_mp3,23.202703125
7_mp3,23.765650390625
8_mp3,25.051765625
9_mp3,21.560083984375
10_mp3,21.4576171875
11_mp3,22.549267578125
12_mp3,23.71040625
13_mp3,21.810234375
14_mp3,23.744984375
15_mp3,20.52328515625
16_mp3,24.186859375
17_mp3,19.8995234375
18_mp3,22.63231640625
19_mp3,21.34391796875
20_mp3,21.76741796875
21_mp3,20.933828125
22_mp3,23.972578125
23_mp3,26.022859375
24_mp3,24.16992578125
25_mp3,25.98895703125
26_mp3,26.52065625
27_mp3,25.260857421875
28_mp3,27.0296328125
29_mp3,23.95400390625
30_mp3,21.79051171875
31_mp3,23.612306640625
(Avg.)shampoo,23.201211693548395
