TestFile,Answer,Prediction
1_mp3,88.86379839573308,62.02017397553074
1_mp3,8.143339965575976,20.27622589162083
1_mp3,76.15614307746002,49.96542153695712
1_mp3,34.09559378458436,37.869381572312534
1_mp3,20.79133493024213,23.987711576636492
1_mp3,74.72429459089403,50.03078725159395
1_mp3,48.50356918065453,38.403562160062954
1_mp3,48.801870948689114,36.399510859690636
1_mp3,32.902386712446045,41.90266699946269
1_mp3,53.336057822814716,40.84874586733132
2_mp3,72.21969816890781,57.36768247870273
2_mp3,83.01259582551276,68.8278213350904
2_mp3,77.46196274497308,72.71269023057103
2_mp3,68.19034971044196,68.01323619113938
2_mp3,70.69841354683398,58.76769913038253
2_mp3,91.56468234960353,77.76742765813941
2_mp3,73.78209859157825,57.476359378205125
2_mp3,36.05835154420668,40.25484919302744
2_mp3,84.76001735086784,64.78978643147732
2_mp3,11.964492394604784,15.903762500744856
3_mp3,7.169734016956588,8.531323044789497
3_mp3,33.70426272468832,42.24599370005609
3_mp3,66.94489592009879,61.89135842048995
3_mp3,81.94183275709794,68.28377471634013
3_mp3,53.28144960082251,63.93509157544981
3_mp3,82.3863295963389,82.23193903067985
3_mp3,58.77001926797168,52.412535617802774
3_mp3,18.765303736285823,24.065216612041763
3_mp3,17.122598026047516,28.889905066019757
3_mp3,63.94937374260541,61.66048327886321
4_mp3,30.605764805735184,42.13815932462818
4_mp3,25.97188140443292,59.33486804857549
4_mp3,51.927998050902644,83.26396576068996
4_mp3,64.09393247906392,71.37922965197987
4_mp3,97.67764414004837,19.826025675730854
4_mp3,76.64204285784805,82.48037420207578
4_mp3,51.57767009616502,90.9492216977922
4_mp3,60.76581690905645,99.99486545897983
4_mp3,57.5332453267047,66.79676540207886
4_mp3,57.071449386368734,67.00752271898014
5_mp3,25.263556853256212,12.06299999864154
5_mp3,33.17720912604158,29.213793985326646
5_mp3,81.44826505400067,80.28896695114169
5_mp3,27.530951605571122,26.449911547788563
5_mp3,90.72902298627004,9.223815999141454
5_mp3,91.10692211165585,9.400415960832847
5_mp3,31.821218146716003,62.550960621755316
5_mp3,3.1008846173938074,94.21801034608532
5_mp3,77.73596188109293,75.03800062974237
5_mp3,29.676084876143562,5.955415990560254
6_mp3,61.81985698383342,81.27639068050858
6_mp3,82.12617626001389,91.0938423853366
6_mp3,12.352268136420488,99.86092674823021
6_mp3,21.003767713533637,25.538935536938602
6_mp3,98.17940671833023,92.71991538093727
6_mp3,89.91543231824342,85.88452545282274
6_mp3,77.05928457039442,64.20497964757993
6_mp3,70.9557630322295,69.52499807162503
6_mp3,27.058848604570276,33.657029081247906
6_mp3,70.23884145473076,69.8934040365781
7_mp3,7.437080290626256,7.270995709771368
7_mp3,68.17801376226534,71.26368521249846
7_mp3,45.62466109529396,66.04271296311154
7_mp3,41.37647981192875,62.11567979189226
7_mp3,50.529065503731836,46.91495380183192
7_mp3,37.71544553520752,38.6655615416494
7_mp3,42.435646961168864,50.47863549572389
7_mp3,96.78703947815295,90.54516073091123
7_mp3,4.6394974942638045,96.7358754339071
7_mp3,6.9880855208396895,7.191961715933385
8_mp3,93.62880631007407,92.66686107513047
8_mp3,41.44002571239266,45.339519685941724
8_mp3,60.84287119961748,79.71342842931182
8_mp3,93.03605135628919,92.4730984866173
8_mp3,82.57721950506279,91.53901643410103
8_mp3,7.969129322006884,91.01019094334285
8_mp3,59.43343164284011,73.00029937497304
8_mp3,89.33462597821033,13.635497368165439
8_mp3,23.74958342499081,91.27177043783563
8_mp3,41.99326366925854,30.17581686128446
9_mp3,38.14026860573631,45.39828807677503
9_mp3,69.33374809882075,93.17326713471161
9_mp3,59.780207079456694,97.99207267332551
9_mp3,21.688997197873878,24.80705880824134
9_mp3,6.8976074343025,81.39170959749303
9_mp3,85.80961034585786,82.83375303759121
9_mp3,81.23571425936696,91.87791776208711
9_mp3,41.74282654482726,44.74628112128161
9_mp3,59.33757197431241,90.15041769633785
9_mp3,13.168271423846475,20.654085333003145
10_mp3,93.85725638437252,85.19376426853572
10_mp3,56.91488219248696,84.07595618404277
10_mp3,70.2313194011899,97.14639436181493
10_mp3,76.45997551493804,97.17254064766965
10_mp3,66.58003823106166,19.114409369578507
10_mp3,82.04428789278121,13.795337822800873
10_mp3,85.9103503082111,97.62002299889221
10_mp3,98.3676625357074,85.32040381898834
10_mp3,62.0696320797268,84.05136534486807
10_mp3,74.74172555252476,97.1594675047423
11_mp3,99.45096379278814,70.26689681464381
11_mp3,91.93048281076949,50.85373245904703
11_mp3,86.64970791355967,55.86140899719843
11_mp3,48.882920905498786,39.870038931159016
11_mp3,77.69088357432433,72.02786260381852
11_mp3,62.485539512319406,49.70845434269852
11_mp3,48.739086569777115,39.76796457611583
11_mp3,6.616173965574279,54.46746236335352
11_mp3,51.24591356378333,52.979852661293506
11_mp3,89.09489162082802,76.33289301134688
12_mp3,92.4855992169825,69.37903878409313
12_mp3,12.579304590600582,7.668981161792319
12_mp3,38.41246409832646,14.498242386596429
12_mp3,85.55396883975419,73.0525919466825
12_mp3,83.50015243168654,71.16841361851169
12_mp3,46.88445678160551,42.357934936885286
12_mp3,15.37121127031754,31.20512351037387
12_mp3,42.006642812444845,43.32862055553155
12_mp3,90.11087399515428,79.83656510509257
12_mp3,62.89780658825795,29.23630098266991
13_mp3,68.38852405454142,64.5023506570608
13_mp3,40.32967279638253,29.520939249348828
13_mp3,10.899055476713649,27.69817802992165
13_mp3,42.02567447243125,37.54055614573295
13_mp3,43.47226413729633,44.17872216203325
13_mp3,25.888717348850086,26.373552060650848
13_mp3,6.259992068698045,4.954248392886144
13_mp3,9.053406593954753,10.871858462207518
13_mp3,83.12877391549424,64.82243673145852
13_mp3,67.21628760197834,51.26116051188742
14_mp3,20.74494812220299,29.900030931284153
14_mp3,7.522060184709053,12.16212313271184
14_mp3,79.54272315092605,77.5558908131039
14_mp3,15.74963490137195,32.69359706098921
14_mp3,10.137253576791188,18.554423830472743
14_mp3,34.70244094511327,38.78805076770123
14_mp3,71.52083780217973,74.48261476501453
14_mp3,52.56803175843841,14.855129746354006
14_mp3,16.48423978678828,30.34788833991961
14_mp3,52.773721126354985,14.735809039140175
15_mp3,28.15190297220107,35.668889268680736
15_mp3,37.910211314329814,61.200663609021625
15_mp3,14.10647171825845,34.57833231144933
15_mp3,64.42912875454996,70.21452754199895
15_mp3,15.065970655664414,15.653130737615507
15_mp3,7.369564285408063,38.54816548026605
15_mp3,61.85685500746164,87.49161026277403
15_mp3,48.7300929489077,57.119200540796406
15_mp3,64.61286259362771,70.21452754199895
15_mp3,53.792980959049814,57.35608854176861
16_mp3,36.05661693665357,40.34973012393038
16_mp3,24.42923961747127,28.541132406696047
16_mp3,78.34670681508155,59.900073719896746
16_mp3,87.48079085344949,93.87061751115876
16_mp3,28.26507543410873,23.93541263262334
16_mp3,22.751061447692386,28.1091332748407
16_mp3,49.506016268738655,37.4692231547038
16_mp3,41.85831860931772,44.10865350549791
16_mp3,37.11147178622887,39.84678446263685
16_mp3,65.25691709080623,34.47026761519913
17_mp3,75.15246615008816,93.33044047382161
17_mp3,69.14394792001275,37.516779912832035
17_mp3,68.24267018550144,37.58047590460251
17_mp3,73.39613005206613,91.79457254514698
17_mp3,15.460148502839024,29.425131484909013
17_mp3,99.00166158638747,99.17136568925038
17_mp3,27.17675905148607,49.28986545462547
17_mp3,9.705836813266808,31.06756074607115
17_mp3,83.425733559192,68.64647246217365
17_mp3,26.714565341480267,49.979628476609015
18_mp3,71.06217754673206,33.44565786435555
18_mp3,13.465957070756664,28.930036733626014
18_mp3,32.15036176486266,11.97058599229523
18_mp3,14.335651583545381,36.96031891259998
18_mp3,96.36748240271345,71.39034983232237
18_mp3,42.53058659492155,37.85850553494144
18_mp3,86.12753088116888,62.28423658443086
18_mp3,24.828095060415716,36.11248466090783
18_mp3,67.16257957003425,67.8461062670365
18_mp3,25.613625588095847,37.262456070759534
19_mp3,58.021411768471246,48.396644385673405
19_mp3,40.143979626128484,35.289449773326076
19_mp3,6.355175653772206,14.136654947592932
19_mp3,18.334426859127205,20.36713675739496
19_mp3,15.453919889900622,26.03186076039881
19_mp3,22.243686317363284,39.05918149853559
19_mp3,79.60235287124819,81.80711297892815
19_mp3,29.78787123676624,19.55056283639036
19_mp3,88.95256993802337,39.80731453217477
19_mp3,31.776792715517928,40.605051200964276
20_mp3,41.64120504557778,49.047968740465485
20_mp3,63.208695850283135,44.19803111342159
20_mp3,32.22441328577685,18.284086973469645
20_mp3,76.1188135854941,57.33989900258774
20_mp3,6.530747597072694,26.555290206239206
20_mp3,11.51759699675222,23.792851227429622
20_mp3,12.09981799265389,16.232526696680097
20_mp3,60.27227691443124,55.57143165379664
20_mp3,8.555864104556765,27.964424131748974
20_mp3,65.20849840142365,56.25956755179577
21_mp3,39.65677849034369,34.19921116655576
21_mp3,54.79099379717218,39.798738799311366
21_mp3,53.98416164026533,39.827803187588344
21_mp3,87.30877466644826,83.08832085644467
21_mp3,82.71227631800923,90.24897673051265
21_mp3,15.01172351573445,6.743815482953571
21_mp3,89.0935851953634,98.20488414595286
21_mp3,9.55949409178816,20.72915679690515
21_mp3,67.06462236587637,46.329157688722056
21_mp3,15.060622434334865,6.629509650841404
22_mp3,89.6895935159418,49.88349072075051
22_mp3,57.148878353225136,48.46201010031023
22_mp3,98.56433401486453,68.89533249578065
22_mp3,10.602304291028657,11.979139911767907
22_mp3,78.69433980046232,37.500855914889414
22_mp3,38.456947036910016,37.57450407789049
22_mp3,15.497810111968333,27.189929061375185
22_mp3,81.57404910689742,76.53643117308218
22_mp3,40.81307283308419,29.696426571076508
22_mp3,84.68937099294995,41.19522343757713
23_mp3,83.94252000517697,85.31357084105558
23_mp3,42.749046641052026,33.89483302566509
23_mp3,26.250740266718264,25.804467264778367
23_mp3,35.022819170979716,19.189108058140484
23_mp3,17.282564218546344,17.80929105983071
23_mp3,37.480570041324206,32.87462625335031
23_mp3,32.839604302109876,21.528388781139196
23_mp3,90.29606746787603,76.67601463182672
23_mp3,99.32960923068477,3.3960172633254864
23_mp3,38.774811191133274,15.99087662401423
24_mp3,12.402615309586526,22.38485469222895
24_mp3,51.74365292945375,64.52739929301626
24_mp3,19.54812145186904,82.89125831167308
24_mp3,62.78794284138471,64.63261740828281
24_mp3,13.244861280730092,8.836059579131522
24_mp3,95.93439718961538,96.44196858769094
24_mp3,93.19030547717989,10.03718549410077
24_mp3,14.698414811574635,15.076649523680166
24_mp3,72.9084791075453,62.57553107903479
24_mp3,87.53910670305532,77.41183876770387
25_mp3,57.44225818202025,72.29640617761791
25_mp3,98.23968488186158,92.54464805138268
25_mp3,23.633736903519768,7.726845639118198
25_mp3,26.288533132474335,34.57287661343969
25_mp3,31.375863580517503,34.22645638257358
25_mp3,48.20603688314575,73.90355068157483
25_mp3,90.84329910909979,90.51831089764121
25_mp3,78.24845188336184,87.42557622189591
25_mp3,66.97482882738268,69.82352564362351
25_mp3,59.89948817998284,89.44420357900923
26_mp3,80.45105160908861,72.67696737013581
26_mp3,82.5302292943141,80.84520664704068
26_mp3,4.522081516760121,12.520636410221584
26_mp3,56.60548253165873,33.880020026381786
26_mp3,78.48882766865705,72.40760299565603
26_mp3,28.48460433898393,22.247607996758717
26_mp3,11.292403854275634,17.06032078878115
26_mp3,12.838792257662094,13.958324196555902
26_mp3,91.7305905514369,73.54249358888035
26_mp3,15.190862014073433,93.59049948557183
27_mp3,37.47864617021405,39.12778605017211
27_mp3,73.05929503648134,72.082361426056
27_mp3,98.44813724482702,97.89394397762564
27_mp3,90.31161781329529,5.054870798599154
27_mp3,3.1069897900584547,20.414795948202485
27_mp3,45.43381672882903,23.51958572126952
27_mp3,46.932967411607535,44.20859726519982
27_mp3,14.411069535202838,5.704613825232121
27_mp3,58.23704715675192,73.20143665022849
27_mp3,50.886372841192795,53.88736441516642
28_mp3,18.147379118544205,20.635708577257695
28_mp3,73.22513372461425,59.73639528588571
28_mp3,53.338465051637286,44.34945549734358
28_mp3,71.8791918904736,44.95328695203532
28_mp3,42.17773388763957,23.318161139217644
28_mp3,80.24217879249358,73.78822367343346
28_mp3,35.46314765889297,35.991585412296665
28_mp3,43.992486922435944,44.18733837351945
28_mp3,81.86033358185368,65.11719418977236
28_mp3,60.97555073973871,71.63837458384634
29_mp3,77.54975311369581,67.85199599352211
29_mp3,73.4186399486487,73.71561592296632
29_mp3,95.70834863980485,9.655051427160558
29_mp3,16.485102499977124,11.799203415049348
29_mp3,52.26629469217324,57.70047945389688
29_mp3,41.167196346840946,33.6926227537028
29_mp3,45.912747229474185,40.49628411795879
29_mp3,46.9716718065907,44.1598200993002
29_mp3,18.942853370321615,19.70645662437208
29_mp3,95.7998606402964,9.551092542899283
30_mp3,69.64537853538293,84.33596137580184
30_mp3,61.09217409837307,94.63616053300805
30_mp3,34.717456809823005,59.26665829863878
30_mp3,78.57716743108011,94.30952234657687
30_mp3,10.123488641765158,9.124291581141527
30_mp3,79.69889916052402,94.32259548950424
30_mp3,34.00235283230251,60.17403481603697
30_mp3,9.184038318355878,36.333778291029006
30_mp3,21.326784289586264,55.568746679702606
30_mp3,56.955788346048635,68.18495801649114
31_mp3,88.12238688513551,95.00078564783523
31_mp3,6.648963591563965,87.49493468015923
31_mp3,59.02172975315993,49.387545528937956
31_mp3,72.74091156808986,72.32923937773154
31_mp3,18.51647669527635,21.086272494614455
31_mp3,17.33814206086519,32.951601539878354
