TestFile,Answer,Prediction
1_mp3,60-70,70-80
1_mp3,90-100,90-100
1_mp3,70-80,60-70
1_mp3,60-70,70-80
1_mp3,60-70,60-70
1_mp3,70-80,70-80
1_mp3,80-90,70-80
1_mp3,70-80,70-80
1_mp3,50-60,60-70
1_mp3,60-70,70-80
1_mp3,90-100,90-100
1_mp3,60-70,60-70
1_mp3,50-60,60-70
1_mp3,70-80,70-80
1_mp3,60-70,60-70
1_mp3,70-80,70-80
1_mp3,50-60,60-70
1_mp3,90-100,90-100
1_mp3,90-100,90-100
1_mp3,50-60,70-80
1_mp3,80-90,70-80
1_mp3,90-100,80-90
1_mp3,60-70,70-80
1_mp3,80-90,70-80
1_mp3,80-90,80-90
1_mp3,50-60,70-80
1_mp3,80-90,80-90
1_mp3,70-80,70-80
1_mp3,90-100,90-100
1_mp3,90-100,90-100
1_mp3,80-90,70-80
1_mp3,70-80,70-80
1_mp3,80-90,80-90
1_mp3,50-60,60-70
1_mp3,70-80,70-80
1_mp3,90-100,80-90
1_mp3,60-70,70-80
1_mp3,90-100,90-100
1_mp3,90-100,90-100
1_mp3,90-100,90-100
1_mp3,50-60,70-80
1_mp3,90-100,90-100
1_mp3,60-70,60-70
1_mp3,90-100,90-100
1_mp3,50-60,70-80
1_mp3,80-90,80-90
1_mp3,60-70,60-70
1_mp3,50-60,60-70
1_mp3,70-80,70-80
1_mp3,80-90,80-90
1_mp3,50-60,60-70
1_mp3,80-90,80-90
1_mp3,60-70,60-70
1_mp3,60-70,70-80
1_mp3,60-70,70-80
1_mp3,80-90,70-80
1_mp3,70-80,60-70
1_mp3,70-80,70-80
1_mp3,90-100,90-100
1_mp3,70-80,70-80
1_mp3,80-90,70-80
1_mp3,70-80,70-80
1_mp3,60-70,70-80
1_mp3,80-90,70-80
1_mp3,70-80,70-80
1_mp3,80-90,70-80
1_mp3,60-70,60-70
1_mp3,90-100,80-90
1_mp3,90-100,90-100
1_mp3,60-70,70-80
1_mp3,80-90,70-80
1_mp3,60-70,60-70
1_mp3,70-80,70-80
1_mp3,80-90,70-80
1_mp3,50-60,60-70
1_mp3,90-100,90-100
1_mp3,70-80,70-80
1_mp3,80-90,80-90
1_mp3,90-100,90-100
1_mp3,90-100,90-100
1_mp3,50-60,60-70
1_mp3,50-60,70-80
1_mp3,70-80,70-80
1_mp3,80-90,70-80
1_mp3,80-90,80-90
1_mp3,90-100,90-100
1_mp3,80-90,70-80
1_mp3,70-80,60-70
1_mp3,60-70,60-70
1_mp3,60-70,70-80
1_mp3,50-60,70-80
1_mp3,70-80,70-80
1_mp3,60-70,70-80
1_mp3,80-90,80-90
1_mp3,90-100,90-100
1_mp3,60-70,70-80
1_mp3,70-80,70-80
1_mp3,70-80,70-80
1_mp3,50-60,60-70
1_mp3,50-60,60-70
1_mp3,50-60,60-70
1_mp3,60-70,70-80
1_mp3,90-100,90-100
1_mp3,90-100,80-90
1_mp3,90-100,90-100
1_mp3,50-60,60-70
1_mp3,80-90,80-90
1_mp3,70-80,70-80
1_mp3,60-70,60-70
1_mp3,70-80,70-80
1_mp3,70-80,60-70
1_mp3,80-90,70-80
1_mp3,90-100,90-100
1_mp3,70-80,70-80
1_mp3,90-100,90-100
1_mp3,50-60,70-80
1_mp3,60-70,70-80
1_mp3,60-70,70-80
1_mp3,60-70,60-70
1_mp3,80-90,70-80
1_mp3,60-70,70-80
1_mp3,60-70,60-70
1_mp3,80-90,80-90
1_mp3,70-80,70-80
1_mp3,90-100,90-100
1_mp3,80-90,70-80
1_mp3,90-100,90-100
1_mp3,80-90,70-80
1_mp3,70-80,70-80
1_mp3,70-80,70-80
1_mp3,50-60,70-80
1_mp3,80-90,80-90
1_mp3,60-70,60-70
1_mp3,80-90,70-80
1_mp3,50-60,60-70
1_mp3,90-100,80-90
1_mp3,70-80,70-80
1_mp3,70-80,70-80
1_mp3,60-70,70-80
1_mp3,50-60,60-70
1_mp3,70-80,70-80
1_mp3,50-60,70-80
1_mp3,90-100,90-100
1_mp3,60-70,70-80
1_mp3,90-100,90-100
1_mp3,50-60,60-70
1_mp3,70-80,60-70
1_mp3,80-90,80-90
1_mp3,70-80,70-80
1_mp3,80-90,70-80
1_mp3,80-90,70-80
1_mp3,50-60,70-80
1_mp3,90-100,90-100
1_mp3,90-100,90-100
1_mp3,60-70,70-80
1_mp3,60-70,70-80
1_mp3,90-100,90-100
1_mp3,60-70,60-70
1_mp3,80-90,80-90
1_mp3,60-70,60-70
1_mp3,80-90,80-90
1_mp3,90-100,90-100
1_mp3,80-90,70-80
1_mp3,70-80,70-80
1_mp3,70-80,70-80
1_mp3,60-70,60-70
1_mp3,70-80,70-80
1_mp3,90-100,90-100
1_mp3,50-60,60-70
1_mp3,60-70,70-80
1_mp3,80-90,70-80
1_mp3,50-60,70-80
1_mp3,80-90,70-80
1_mp3,50-60,60-70
1_mp3,90-100,90-100
1_mp3,90-100,90-100
1_mp3,70-80,70-80
1_mp3,50-60,70-80
1_mp3,80-90,70-80
1_mp3,70-80,70-80
1_mp3,60-70,70-80
1_mp3,70-80,70-80
1_mp3,80-90,80-90
1_mp3,60-70,60-70
1_mp3,70-80,60-70
1_mp3,90-100,90-100
1_mp3,80-90,80-90
1_mp3,90-100,90-100
1_mp3,70-80,70-80
1_mp3,60-70,70-80
1_mp3,60-70,60-70
1_mp3,60-70,70-80
1_mp3,90-100,80-90
1_mp3,50-60,60-70
1_mp3,90-100,90-100
1_mp3,80-90,70-80
1_mp3,80-90,80-90
1_mp3,70-80,70-80
1_mp3,60-70,70-80
1_mp3,60-70,70-80
1_mp3,60-70,70-80
1_mp3,80-90,80-90
1_mp3,90-100,90-100
1_mp3,70-80,70-80
1_mp3,60-70,60-70
1_mp3,70-80,70-80
1_mp3,80-90,80-90
1_mp3,60-70,60-70
1_mp3,70-80,70-80
1_mp3,80-90,70-80
1_mp3,50-60,60-70
1_mp3,70-80,70-80
1_mp3,90-100,90-100
1_mp3,50-60,70-80
1_mp3,50-60,70-80
1_mp3,80-90,70-80
1_mp3,80-90,70-80
1_mp3,90-100,90-100
1_mp3,90-100,90-100
1_mp3,70-80,60-70
1_mp3,80-90,70-80
1_mp3,90-100,80-90
1_mp3,90-100,90-100
1_mp3,70-80,70-80
1_mp3,70-80,70-80
1_mp3,50-60,60-70
1_mp3,50-60,60-70
1_mp3,60-70,60-70
1_mp3,80-90,80-90
1_mp3,60-70,70-80
1_mp3,90-100,90-100
1_mp3,90-100,90-100
1_mp3,80-90,70-80
1_mp3,60-70,70-80
1_mp3,80-90,80-90
1_mp3,80-90,80-90
1_mp3,70-80,70-80
1_mp3,50-60,60-70
1_mp3,90-100,90-100
1_mp3,80-90,70-80
1_mp3,60-70,60-70
1_mp3,60-70,60-70
