TestFile,Diff
1_mp3,24.091984375
2_mp3,22.1053359375
3_mp3,20.2146875
4_mp3,21.80885546875
5_mp3,24.600693359375
6_mp3,23.1075546875
7_mp3,23.714056640625
8_mp3,25.063119140625
9_mp3,21.56008984375
10_mp3,21.457857421875
11_mp3,22.543828125
12_mp3,23.705453125
13_mp3,21.810248046875
14_mp3,23.773076171875
15_mp3,20.518568359375
16_mp3,24.186853515625
17_mp3,19.87799609375
18_mp3,22.6605703125
19_mp3,21.3604609375
20_mp3,21.67694921875
21_mp3,20.93382421875
22_mp3,23.954287109375
23_mp3,26.04058984375
24_mp3,24.112193359375
25_mp3,25.988962890625
26_mp3,26.56001953125
27_mp3,25.32539453125
28_mp3,27.0815703125
29_mp3,23.93685546875
30_mp3,21.79859375
31_mp3,23.6121171875
(Avg.)shampoo,23.19944020917339
