TestFile,Answer,Prediction
coffee_1,50-60,40-50
coffee_1,50-60,40-50
coffee_1,60-70,60-70
coffee_1,30-40,20-30
coffee_1,10-20,10-20
coffee_1,10-20,10-20
coffee_1,60-70,50-60
coffee_1,0-10,0-10
coffee_1,70-80,80-90
coffee_1,50-60,40-50
coffee_1,20-30,10-20
coffee_1,10-20,10-20
coffee_1,90-100,90-100
coffee_1,40-50,40-50
coffee_1,20-30,10-20
coffee_1,20-30,10-20
coffee_1,30-40,50-60
coffee_1,40-50,40-50
coffee_1,30-40,30-40
coffee_1,0-10,10-20
coffee_1,40-50,30-40
coffee_1,0-10,0-10
coffee_1,0-10,10-20
coffee_1,40-50,90-100
coffee_1,80-90,80-90
coffee_1,50-60,50-60
coffee_1,70-80,80-90
coffee_1,90-100,90-100
coffee_1,80-90,90-100
coffee_1,60-70,70-80
coffee_1,70-80,80-90
coffee_1,10-20,10-20
coffee_1,60-70,40-50
coffee_1,10-20,10-20
coffee_1,50-60,50-60
coffee_1,90-100,90-100
coffee_1,0-10,0-10
coffee_1,30-40,30-40
coffee_1,80-90,80-90
coffee_1,80-90,80-90
coffee_1,40-50,40-50
coffee_1,90-100,90-100
coffee_1,90-100,90-100
coffee_1,20-30,10-20
coffee_1,70-80,60-70
coffee_1,70-80,70-80
coffee_1,30-40,30-40
coffee_1,60-70,60-70
coffee_1,20-30,10-20
coffee_1,80-90,80-90
(Accuracy)coffee_1,0.56
coffee_2,0-10,0-10
coffee_2,40-50,50-60
coffee_2,0-10,0-10
coffee_2,50-60,50-60
coffee_2,10-20,10-20
coffee_2,20-30,20-30
coffee_2,30-40,30-40
coffee_2,90-100,90-100
coffee_2,40-50,30-40
coffee_2,30-40,30-40
coffee_2,60-70,60-70
coffee_2,90-100,90-100
coffee_2,40-50,50-60
coffee_2,90-100,60-70
coffee_2,50-60,50-60
coffee_2,80-90,80-90
coffee_2,70-80,70-80
coffee_2,30-40,30-40
coffee_2,80-90,80-90
coffee_2,50-60,90-100
coffee_2,20-30,10-20
coffee_2,90-100,50-60
coffee_2,80-90,70-80
coffee_2,30-40,20-30
coffee_2,60-70,60-70
coffee_2,10-20,10-20
coffee_2,60-70,70-80
coffee_2,80-90,80-90
coffee_2,50-60,50-60
coffee_2,20-30,20-30
coffee_2,40-50,40-50
coffee_2,80-90,80-90
coffee_2,60-70,50-60
coffee_2,50-60,40-50
coffee_2,0-10,0-10
coffee_2,90-100,90-100
coffee_2,70-80,70-80
coffee_2,70-80,70-80
coffee_2,30-40,30-40
coffee_2,20-30,10-20
coffee_2,70-80,90-100
coffee_2,10-20,10-20
coffee_2,10-20,10-20
coffee_2,40-50,40-50
coffee_2,70-80,90-100
coffee_2,20-30,10-20
coffee_2,10-20,20-30
coffee_2,0-10,0-10
coffee_2,60-70,60-70
coffee_2,0-10,0-10
(Accuracy)coffee_2,0.66
coffee_3,50-60,40-50
coffee_3,20-30,20-30
coffee_3,20-30,20-30
coffee_3,90-100,60-70
coffee_3,90-100,90-100
coffee_3,40-50,30-40
coffee_3,60-70,60-70
coffee_3,10-20,10-20
coffee_3,50-60,50-60
coffee_3,30-40,20-30
coffee_3,90-100,90-100
coffee_3,70-80,60-70
coffee_3,0-10,0-10
coffee_3,30-40,30-40
coffee_3,30-40,30-40
coffee_3,70-80,60-70
coffee_3,10-20,10-20
coffee_3,80-90,80-90
coffee_3,30-40,20-30
coffee_3,70-80,60-70
coffee_3,50-60,40-50
coffee_3,40-50,90-100
coffee_3,70-80,70-80
coffee_3,80-90,80-90
coffee_3,60-70,60-70
coffee_3,50-60,40-50
coffee_3,90-100,90-100
coffee_3,20-30,20-30
coffee_3,10-20,10-20
coffee_3,90-100,90-100
coffee_3,60-70,50-60
coffee_3,40-50,40-50
coffee_3,40-50,40-50
coffee_3,80-90,70-80
coffee_3,10-20,10-20
coffee_3,30-40,30-40
coffee_3,40-50,30-40
coffee_3,60-70,60-70
coffee_3,0-10,0-10
coffee_3,50-60,50-60
