TestFile,Diff
1_mp3,22.74566650390625
2_mp3,16.21797607421875
3_mp3,11.306146240234375
4_mp3,19.249454345703125
5_mp3,21.98217529296875
6_mp3,19.934605712890626
7_mp3,15.367225341796875
8_mp3,20.5105908203125
9_mp3,18.78392578125
10_mp3,23.167197265625
11_mp3,20.6881494140625
12_mp3,16.330291748046875
13_mp3,15.105416259765626
14_mp3,11.840999755859375
15_mp3,12.738963623046875
16_mp3,16.82166015625
17_mp3,13.105697021484374
18_mp3,24.331728515625
19_mp3,17.4078369140625
20_mp3,14.012220458984375
21_mp3,16.285621337890625
22_mp3,18.215584716796876
23_mp3,20.72082763671875
24_mp3,22.38040771484375
25_mp3,18.358436279296875
26_mp3,20.4336572265625
27_mp3,24.84937744140625
28_mp3,21.8168408203125
29_mp3,20.372786865234374
30_mp3,21.1744140625
31_mp3,22.49685302734375
(Avg.)shampoo,18.669443044354836
