Epoch,Answer,Prediction
coffee_1,90,90,86
coffee_1,100,80,100
coffee_1,100,38,100
coffee_1,100,55,100
coffee_1,100,97,100
coffee_1,100,31,100
coffee_1,100,71,100
coffee_1,100,31,100
coffee_1,100,35,100
coffee_1,100,85,100
coffee_1,100,31,100
coffee_1,110,96,100
coffee_1,110,99,100
coffee_1,110,59,100
coffee_1,110,48,100
coffee_1,110,45,100
coffee_1,110,71,100
coffee_1,110,33,100
coffee_1,110,50,100
coffee_1,110,38,100
coffee_1,110,37,100
coffee_1,120,41,100
coffee_1,120,68,100
coffee_1,120,97,100
coffee_1,120,85,100
coffee_1,120,71,100
coffee_1,120,41,100
coffee_1,120,33,100
coffee_1,120,87,100
coffee_1,120,88,100
coffee_1,120,58,100
coffee_1,130,96,98
coffee_1,130,47,100
coffee_1,130,83,100
coffee_1,130,87,100
coffee_1,130,82,100
coffee_1,130,30,100
coffee_1,130,45,100
coffee_1,130,66,100
coffee_1,130,51,100
coffee_1,130,89,100
coffee_1,140,65,100
coffee_1,140,35,100
coffee_1,140,84,100
coffee_1,140,59,100
coffee_1,140,31,100
coffee_1,140,29,100
coffee_1,140,60,100
coffee_1,140,85,100
coffee_1,140,53,100
coffee_1,140,93,100
coffee_1,150,68,100
coffee_1,150,80,100
coffee_1,150,71,100
coffee_1,150,30,100
coffee_1,150,31,100
coffee_1,150,28,100
coffee_1,150,84,100
coffee_1,150,62,100
coffee_1,150,85,100
coffee_1,150,87,100
coffee_1,160,51,100
coffee_1,160,43,100
coffee_1,160,55,100
coffee_1,160,93,100
coffee_1,160,36,100
coffee_1,160,69,100
coffee_1,160,47,100
coffee_1,160,72,100
coffee_1,160,57,100
coffee_1,160,65,100
coffee_1,170,37,100
coffee_1,170,44,100
coffee_1,170,55,100
coffee_1,170,49,100
coffee_1,170,55,100
coffee_1,170,71,100
coffee_1,170,31,100
coffee_1,170,97,100
coffee_1,170,79,100
coffee_1,170,59,100
coffee_1,180,62,100
coffee_1,180,70,100
coffee_1,180,42,100
coffee_1,180,99,100
coffee_1,180,34,100
coffee_1,180,97,100
coffee_1,180,95,100
coffee_1,180,50,100
coffee_1,180,92,100
coffee_1,180,35,100
coffee_1,190,31,100
coffee_1,190,77,100
coffee_1,190,30,100
coffee_1,190,43,100
coffee_1,190,50,100
coffee_1,190,82,100
coffee_1,190,94,100
coffee_1,190,92,100
coffee_1,190,42,100
coffee_1,190,75,100
coffee_1,200,39,100
coffee_1,200,65,100
coffee_1,200,72,100
coffee_1,200,43,100
coffee_1,200,82,100
coffee_1,200,60,100
coffee_1,200,95,95
coffee_1,200,36,100
coffee_1,200,70,100
coffee_1,200,43,100
coffee_1,210,58,100
coffee_1,210,64,100
coffee_1,210,32,100
coffee_1,210,59,100
coffee_1,210,64,100
coffee_1,210,29,100
coffee_1,210,38,100
coffee_1,210,35,100
coffee_1,210,68,100
coffee_1,210,99,100
coffee_1,220,83,100
coffee_1,220,85,100
coffee_1,220,81,100
coffee_1,220,39,100
coffee_1,220,88,100
coffee_1,220,30,100
coffee_1,220,26,100
coffee_1,220,67,100
coffee_1,220,29,100
coffee_1,220,53,100
coffee_1,230,83,100
coffee_1,230,66,100
coffee_1,230,84,100
coffee_1,230,33,100
coffee_1,230,78,100
coffee_1,230,98,100
coffee_1,230,34,100
coffee_1,230,90,100
coffee_1,230,54,100
coffee_1,230,28,100
coffee_1,240,78,100
coffee_1,240,99,100
coffee_1,240,33,100
coffee_1,240,58,100
coffee_1,240,42,100
coffee_1,240,62,100
coffee_1,240,93,100
coffee_1,240,32,100
coffee_1,240,30,100
coffee_1,240,80,100
coffee_1,250,55,100
coffee_1,250,54,100
coffee_1,250,67,100
coffee_1,250,95,100
coffee_1,250,84,100
coffee_1,250,31,100
coffee_1,250,32,100
coffee_1,250,49,100
coffee_1,250,81,100
coffee_1,250,45,100
coffee_1,260,27,100
coffee_1,260,87,100
coffee_1,260,31,100
coffee_1,260,29,100
coffee_1,260,92,100
coffee_1,260,97,100
coffee_1,260,32,100
coffee_1,260,94,100
coffee_1,260,60,100
coffee_1,260,65,100
coffee_1,270,48,100
coffee_1,270,59,100
coffee_1,270,59,100
coffee_1,270,87,100
coffee_1,270,43,100
coffee_1,270,93,100
coffee_1,270,35,100
coffee_1,270,26,100
coffee_1,270,98,100
coffee_1,270,71,100
coffee_1,280,37,100
coffee_1,280,57,100
coffee_1,280,33,100
coffee_1,280,42,100
coffee_1,280,57,100
coffee_1,280,31,100
coffee_1,280,78,100
coffee_1,280,75,100
coffee_1,280,30,100
coffee_1,280,91,100
coffee_1,290,43,100
coffee_1,290,26,100
coffee_1,290,27,100
coffee_1,290,76,100
coffee_1,290,42,100
coffee_1,290,50,100
coffee_1,290,92,100
coffee_1,290,35,100
coffee_1,290,84,100
coffee_1,290,30,100
coffee_1,300,81,100
coffee_1,300,60,100
coffee_1,300,42,100
coffee_1,300,95,100
coffee_1,300,91,100
coffee_1,300,78,100
coffee_1,300,71,100
coffee_1,300,77,100
coffee_1,300,49,100
coffee_1,300,59,100
coffee_1,310,38,100
coffee_1,310,88,100
coffee_1,310,29,100
coffee_1,310,74,100
coffee_1,310,34,100
coffee_1,310,44,100
coffee_1,310,98,100
coffee_1,310,57,100
coffee_1,310,86,100
coffee_1,310,73,100
coffee_1,320,50,100
coffee_1,320,35,100
coffee_1,320,71,100
coffee_1,320,81,100
coffee_1,320,61,100
coffee_1,320,68,100
coffee_1,320,54,100
coffee_1,320,87,100
coffee_1,320,76,100
coffee_1,320,81,100
coffee_1,330,56,100
coffee_1,330,25,100
coffee_1,330,37,100
coffee_1,330,43,100
coffee_1,330,33,100
coffee_1,330,63,100
coffee_1,330,97,100
coffee_1,330,64,100
coffee_1,330,58,100
coffee_1,330,85,100
coffee_1,340,88,100
coffee_1,340,69,100
coffee_1,340,43,100
coffee_1,340,62,100
coffee_1,340,68,100
coffee_1,340,26,100
coffee_1,340,77,100
coffee_1,340,86,100
coffee_1,340,38,100
coffee_1,340,35,100
coffee_1,350,52,100
coffee_1,350,91,100
coffee_1,350,91,100
coffee_1,350,85,100
coffee_1,350,31,100
coffee_1,350,50,100
coffee_1,350,61,100
coffee_1,350,72,100
coffee_1,350,94,100
coffee_1,350,68,100
coffee_1,360,31,100
coffee_1,360,70,100
coffee_1,360,41,100
coffee_1,360,37,100
coffee_1,360,85,100
coffee_1,360,76,100
coffee_1,360,36,100
coffee_1,360,64,100
coffee_1,360,57,100
coffee_1,360,51,100
coffee_1,370,91,100
coffee_1,370,94,100
coffee_1,370,67,100
coffee_1,370,82,100
coffee_1,370,69,100
coffee_1,370,75,100
coffee_1,370,89,100
coffee_1,370,71,100
coffee_1,370,97,100
coffee_1,370,67,100
coffee_1,380,79,100
coffee_1,380,95,100
coffee_1,380,53,100
coffee_1,380,72,100
coffee_1,380,81,100
coffee_1,380,69,100
coffee_1,380,53,100
coffee_1,380,55,100
coffee_1,380,97,100
coffee_1,380,71,100
coffee_1,390,40,100
coffee_1,390,52,100
coffee_1,390,59,100
coffee_1,390,33,100
coffee_1,390,98,100
coffee_1,390,64,100
coffee_1,390,91,100
coffee_1,390,52,100
coffee_1,390,48,100
coffee_1,390,48,100
coffee_1,400,76,100
coffee_1,400,37,100
coffee_1,400,35,100
coffee_1,400,77,100
coffee_1,400,64,100
coffee_1,400,68,100
coffee_1,400,60,100
coffee_1,400,88,100
coffee_1,400,79,100
coffee_1,400,51,100
coffee_1,410,41,100
coffee_1,410,30,100
coffee_1,410,44,100
coffee_1,410,94,100
coffee_1,410,43,100
coffee_1,410,36,100
coffee_1,410,48,100
coffee_1,410,84,100
coffee_1,410,58,100
coffee_1,410,24,100
coffee_1,420,36,100
coffee_1,420,89,100
coffee_1,420,50,100
coffee_1,420,31,100
coffee_1,420,35,100
coffee_1,420,31,100
coffee_1,420,34,100
coffee_1,420,74,100
coffee_1,420,31,100
coffee_1,420,50,100
coffee_1,430,31,100
coffee_1,430,53,100
coffee_1,430,60,100
coffee_1,430,51,100
coffee_1,430,50,100
coffee_1,430,91,100
coffee_1,430,64,100
coffee_1,430,40,100
coffee_1,430,84,100
coffee_1,430,65,100
coffee_1,440,83,100
coffee_1,440,95,100
coffee_1,440,68,100
coffee_1,440,85,100
coffee_1,440,38,100
coffee_1,440,32,100
coffee_1,440,64,100
coffee_1,440,29,100
coffee_1,440,77,100
coffee_1,440,33,100
coffee_1,450,58,100
coffee_1,450,32,100
coffee_1,450,36,100
coffee_1,450,53,100
coffee_1,450,90,100
coffee_1,450,25,100
coffee_1,450,52,100
coffee_1,450,68,100
coffee_1,450,44,100
coffee_1,450,44,100
coffee_1,460,50,100
coffee_1,460,58,100
coffee_1,460,59,100
coffee_1,460,53,100
coffee_1,460,60,100
coffee_1,460,44,100
coffee_1,460,95,100
coffee_1,460,30,100
coffee_1,460,41,100
coffee_1,460,34,100
coffee_1,470,72,100
coffee_1,470,54,100
coffee_1,470,94,100
coffee_1,470,57,100
coffee_1,470,48,100
coffee_1,470,33,100
coffee_1,470,92,100
coffee_1,470,79,100
coffee_1,470,53,100
coffee_1,470,66,100
coffee_1,480,55,100
coffee_1,480,35,100
coffee_1,480,64,100
coffee_1,480,58,100
coffee_1,480,27,100
coffee_1,480,81,100
coffee_1,480,70,100
coffee_1,480,79,100
coffee_1,480,32,100
coffee_1,480,64,100
coffee_1,490,53,100
coffee_1,490,77,100
coffee_1,490,90,100
coffee_1,490,48,100
coffee_1,490,80,100
coffee_1,490,92,100
coffee_1,490,41,100
coffee_1,490,77,100
coffee_1,490,64,100
coffee_1,490,54,100
coffee_1,500,70,100
coffee_1,500,59,100
coffee_1,500,51,100
coffee_1,500,40,100
coffee_1,500,62,100
coffee_1,500,81,100
coffee_1,500,73,100
coffee_1,500,87,100
coffee_1,500,81,100
coffee_1,500,35,100
coffee_1,510,96,100
coffee_1,510,70,100
coffee_1,510,62,100
coffee_1,510,53,100
coffee_1,510,75,100
coffee_1,510,40,100
coffee_1,510,29,100
coffee_1,510,42,100
coffee_1,510,85,100
coffee_1,510,81,100
coffee_1,520,62,100
coffee_1,520,32,100
coffee_1,520,42,100
coffee_1,520,36,100
coffee_1,520,36,100
coffee_1,520,80,100
coffee_1,520,84,100
coffee_1,520,89,100
coffee_1,520,30,100
coffee_1,520,97,100
coffee_1,530,31,100
coffee_1,530,85,100
coffee_1,530,45,100
coffee_1,530,49,100
coffee_1,530,32,100
coffee_1,530,71,100
coffee_1,530,79,100
coffee_1,530,58,100
coffee_1,530,44,100
coffee_1,530,96,100
coffee_1,540,79,100
coffee_1,540,80,100
coffee_1,540,38,100
coffee_1,540,77,100
coffee_1,540,78,100
coffee_1,540,96,100
coffee_1,540,62,100
coffee_1,540,96,100
coffee_1,540,42,100
coffee_1,540,46,100
coffee_1,550,78,100
coffee_1,550,53,100
coffee_1,550,36,100
coffee_1,550,80,100
coffee_1,550,73,100
coffee_1,550,30,100
coffee_1,550,96,100
coffee_1,550,89,100
coffee_1,550,99,100
coffee_1,550,67,100
coffee_1,560,74,100
coffee_1,560,97,100
coffee_1,560,57,100
coffee_1,560,58,100
coffee_1,560,46,100
coffee_1,560,74,100
coffee_1,560,31,100
coffee_1,560,32,100
coffee_1,560,44,100
coffee_1,560,40,100
coffee_1,570,49,100
coffee_1,570,73,100
coffee_1,570,68,100
coffee_1,570,32,100
coffee_1,570,97,100
coffee_1,570,73,100
coffee_1,570,64,100
coffee_1,570,52,100
coffee_1,570,48,100
coffee_1,570,82,100
coffee_1,580,28,100
coffee_1,580,53,100
coffee_1,580,63,100
coffee_1,580,61,100
coffee_1,580,63,100
coffee_1,580,92,100
coffee_1,580,47,100
coffee_1,580,57,100
coffee_1,580,25,100
coffee_1,580,38,100
coffee_1,590,48,100
coffee_1,590,88,100
coffee_1,590,38,100
coffee_1,590,68,100
coffee_1,590,90,100
coffee_1,590,77,100
coffee_1,590,89,100
coffee_1,590,84,100
coffee_1,590,83,100
coffee_1,590,77,100
coffee_1,600,92,100
coffee_1,600,49,100
coffee_1,600,33,100
coffee_1,600,77,100
coffee_1,600,37,100
coffee_1,600,83,100
coffee_1,600,45,100
coffee_1,600,68,100
coffee_1,600,39,100
coffee_1,600,52,100
coffee_1,610,61,100
coffee_1,610,62,100
coffee_1,610,30,100
coffee_1,610,43,100
coffee_1,610,61,100
coffee_1,610,51,100
coffee_1,610,31,100
coffee_1,610,93,100
coffee_1,610,44,100
coffee_1,610,50,100
coffee_1,620,85,100
coffee_1,620,36,100
coffee_1,620,80,100
coffee_1,620,31,100
coffee_1,620,41,100
coffee_1,620,46,100
coffee_1,620,66,100
coffee_1,620,65,100
coffee_1,620,40,100
coffee_1,620,71,100
coffee_1,630,91,100
coffee_1,630,68,100
coffee_1,630,58,100
coffee_1,630,47,100
coffee_1,630,98,100
coffee_1,630,66,100
coffee_1,630,24,100
coffee_1,630,96,100
coffee_1,630,24,100
coffee_1,630,82,100
coffee_1,640,75,100
coffee_1,640,37,100
coffee_1,640,44,100
coffee_1,640,80,100
coffee_1,640,41,100
coffee_1,640,69,100
coffee_1,640,37,100
coffee_1,640,80,100
coffee_1,640,33,100
coffee_1,640,93,100
coffee_1,650,55,100
coffee_1,650,56,100
coffee_1,650,54,100
coffee_1,650,53,100
coffee_1,650,53,100
coffee_1,650,23,100
coffee_1,650,83,100
coffee_1,650,99,100
coffee_1,650,94,100
coffee_1,650,89,100
coffee_1,660,34,100
coffee_1,660,55,100
coffee_1,660,43,100
coffee_1,660,99,100
coffee_1,660,74,100
coffee_1,660,72,100
coffee_1,660,91,100
coffee_1,660,56,100
coffee_1,660,93,100
coffee_1,660,59,100
coffee_1,670,83,100
coffee_1,670,40,100
coffee_1,670,72,100
coffee_1,670,86,100
coffee_1,670,53,100
coffee_1,670,77,100
coffee_1,670,44,100
coffee_1,670,49,100
coffee_1,670,80,100
coffee_1,670,84,100
coffee_1,680,89,100
coffee_1,680,73,100
coffee_1,680,46,100
coffee_1,680,58,100
coffee_1,680,73,100
coffee_1,680,57,100
coffee_1,680,63,100
coffee_1,680,32,100
coffee_1,680,32,100
coffee_1,680,62,100
coffee_1,690,43,100
coffee_1,690,48,100
coffee_1,690,51,100
coffee_1,690,46,100
coffee_1,690,67,100
coffee_1,690,35,100
coffee_1,690,31,100
coffee_1,690,32,100
coffee_1,690,28,100
coffee_1,690,48,100
coffee_1,700,28,100
coffee_1,700,45,100
coffee_1,700,82,100
coffee_1,700,60,100
coffee_1,700,62,100
coffee_1,700,40,100
coffee_1,700,43,100
coffee_1,700,50,100
coffee_1,700,86,100
coffee_1,700,53,100
coffee_1,710,93,90
coffee_1,710,39,100
coffee_1,710,70,100
coffee_1,710,24,100
coffee_1,710,64,100
coffee_1,710,89,100
coffee_1,710,96,100
coffee_1,710,60,100
coffee_1,710,26,100
coffee_1,710,42,100
coffee_1,720,86,100
coffee_1,720,83,100
coffee_1,720,93,100
coffee_1,720,75,100
coffee_1,720,61,100
coffee_1,720,55,100
coffee_1,720,77,100
coffee_1,720,96,100
coffee_1,720,46,100
coffee_1,720,82,100
coffee_1,730,99,100
coffee_1,730,50,100
coffee_1,730,62,100
coffee_1,730,26,100
coffee_1,730,61,100
coffee_1,730,26,100
coffee_1,730,51,100
coffee_1,730,96,100
coffee_1,730,94,100
coffee_1,730,86,100
coffee_1,740,79,100
coffee_1,740,37,100
coffee_1,740,83,100
coffee_1,740,71,100
coffee_1,740,85,100
coffee_1,740,49,100
coffee_1,740,38,100
coffee_1,740,79,100
coffee_1,740,32,100
coffee_1,740,62,100
coffee_1,750,54,100
coffee_1,750,65,100
coffee_1,750,71,100
coffee_1,750,70,100
coffee_1,750,55,100
coffee_1,750,98,100
coffee_1,750,31,100
coffee_1,750,61,100
coffee_1,750,27,100
coffee_1,750,83,100
coffee_1,760,91,100
coffee_1,760,91,100
coffee_1,760,64,100
coffee_1,760,39,100
coffee_1,760,79,100
coffee_1,760,25,100
coffee_1,760,83,100
coffee_1,760,53,100
coffee_1,760,76,100
coffee_1,760,96,100
coffee_1,770,74,100
coffee_1,770,30,100
coffee_1,770,67,100
coffee_1,770,78,100
coffee_1,770,98,100
coffee_1,770,60,100
coffee_1,770,56,100
coffee_1,770,65,100
coffee_1,770,93,100
coffee_1,770,30,100
coffee_1,780,24,100
coffee_1,780,63,100
coffee_1,780,25,100
coffee_1,780,99,100
coffee_1,780,66,100
coffee_1,780,53,100
coffee_1,780,69,100
coffee_1,780,47,100
coffee_1,780,87,100
coffee_1,780,94,100
coffee_1,790,93,100
coffee_1,790,28,100
coffee_1,790,41,100
coffee_1,790,82,100
coffee_1,790,57,100
coffee_1,790,61,100
coffee_1,790,88,100
coffee_1,790,53,100
coffee_1,790,57,100
coffee_1,790,51,100
coffee_1,800,73,100
coffee_1,800,68,100
coffee_1,800,87,100
coffee_1,800,76,100
coffee_1,800,71,100
coffee_1,800,42,100
coffee_1,800,41,100
coffee_1,800,52,100
coffee_1,800,41,100
coffee_1,800,62,100
coffee_1,810,47,100
coffee_1,810,82,100
coffee_1,810,56,100
coffee_1,810,78,100
coffee_1,810,33,100
coffee_1,810,75,100
coffee_1,810,49,100
coffee_1,810,90,100
coffee_1,810,81,100
coffee_1,810,33,100
coffee_1,820,88,100
coffee_1,820,77,100
coffee_1,820,46,100
coffee_1,820,49,100
coffee_1,820,88,100
coffee_1,820,67,100
coffee_1,820,69,100
coffee_1,820,91,100
coffee_1,820,94,100
coffee_1,820,59,100
coffee_1,830,67,100
coffee_1,830,53,100
coffee_1,830,93,100
coffee_1,830,46,100
coffee_1,830,94,100
coffee_1,830,55,100
coffee_1,830,45,100
coffee_1,830,51,100
coffee_1,830,99,100
coffee_1,830,36,100
coffee_1,840,93,100
coffee_1,840,99,100
coffee_1,840,84,100
coffee_1,840,86,100
coffee_1,840,60,100
coffee_1,840,45,100
coffee_1,840,31,100
coffee_1,840,43,100
coffee_1,840,95,100
coffee_1,840,65,100
coffee_1,850,67,100
coffee_1,850,55,100
coffee_1,850,60,100
coffee_1,850,72,100
coffee_1,850,59,100
coffee_1,850,54,100
coffee_1,850,67,100
coffee_1,850,96,100
coffee_1,850,66,100
coffee_1,850,93,100
coffee_1,860,35,100
coffee_1,860,80,100
coffee_1,860,49,100
coffee_1,860,58,100
coffee_1,860,85,100
coffee_1,860,78,100
coffee_1,860,54,100
coffee_1,860,24,100
coffee_1,860,40,100
coffee_1,860,81,100
coffee_1,870,82,100
coffee_1,870,40,100
coffee_1,870,94,100
coffee_1,870,94,100
coffee_1,870,57,100
coffee_1,870,39,100
coffee_1,870,70,100
coffee_1,870,70,100
coffee_1,870,55,100
coffee_1,870,53,100
coffee_1,880,52,100
coffee_1,880,57,100
coffee_1,880,45,100
coffee_1,880,51,100
coffee_1,880,49,100
coffee_1,880,58,100
coffee_1,880,72,100
coffee_1,880,82,100
coffee_1,880,81,100
coffee_1,880,68,100
coffee_1,890,61,100
coffee_1,890,77,100
coffee_1,890,83,100
coffee_1,890,46,100
coffee_1,890,67,100
coffee_1,890,86,100
coffee_1,890,28,100
coffee_1,890,91,100
coffee_1,890,86,100
coffee_1,890,61,100
coffee_1,900,36,100
coffee_1,900,39,100
coffee_1,900,24,100
coffee_1,900,26,100
coffee_1,900,92,100
coffee_1,900,27,100
coffee_1,900,95,100
coffee_1,900,44,100
coffee_1,900,28,100
coffee_1,900,30,100
coffee_1,910,71,100
coffee_1,910,44,100
coffee_1,910,28,100
coffee_1,910,90,100
coffee_1,910,99,100
coffee_1,910,29,100
coffee_1,910,46,100
coffee_1,910,71,100
coffee_1,910,98,100
coffee_1,910,69,100
coffee_1,920,31,100
coffee_1,920,41,100
coffee_1,920,36,100
coffee_1,920,98,100
coffee_1,920,87,100
coffee_1,920,43,100
coffee_1,920,88,100
coffee_1,920,57,100
coffee_1,920,50,100
coffee_1,920,62,100
coffee_1,930,86,100
coffee_1,930,49,100
coffee_1,930,90,100
coffee_1,930,82,100
coffee_1,930,34,100
coffee_1,930,37,100
coffee_1,930,66,100
coffee_1,930,30,100
coffee_1,930,74,100
coffee_1,930,96,100
coffee_1,940,96,100
coffee_1,940,78,100
coffee_1,940,53,100
coffee_1,940,75,100
coffee_1,940,72,100
coffee_1,940,99,100
coffee_1,940,62,100
coffee_1,940,71,100
coffee_1,940,73,100
coffee_1,940,91,100
coffee_1,950,65,100
coffee_1,950,45,100
coffee_1,950,42,100
coffee_1,950,60,100
coffee_1,950,91,100
coffee_1,950,37,100
coffee_1,950,80,100
coffee_1,950,66,100
coffee_1,950,40,100
coffee_1,950,30,100
coffee_1,960,62,100
coffee_1,960,89,100
coffee_1,960,32,100
coffee_1,960,58,100
coffee_1,960,69,100
coffee_1,960,37,100
coffee_1,960,35,100
coffee_1,960,55,100
coffee_1,960,93,100
coffee_1,960,50,100
coffee_1,970,85,100
coffee_1,970,87,100
coffee_1,970,55,100
coffee_1,970,58,100
coffee_1,970,74,100
coffee_1,970,73,100
coffee_1,970,37,100
coffee_1,970,71,100
coffee_1,970,55,100
coffee_1,970,55,100
coffee_1,980,73,100
coffee_1,980,98,100
coffee_1,980,73,100
coffee_1,980,58,100
coffee_1,980,82,100
coffee_1,980,86,100
coffee_1,980,94,100
coffee_1,980,44,100
coffee_1,980,83,100
coffee_1,980,40,100
coffee_1,990,85,100
coffee_1,990,61,100
coffee_1,990,83,100
coffee_1,990,83,100
coffee_1,990,42,100
coffee_1,990,35,100
coffee_1,990,36,100
coffee_1,990,48,100
coffee_1,990,29,100
coffee_1,990,62,100
coffee_1,1000,94,100
coffee_1,1000,53,100
coffee_1,1000,40,100
coffee_1,1000,44,100
coffee_1,1000,29,100
coffee_1,1000,40,100
coffee_1,1000,99,100
coffee_1,1000,70,100
coffee_1,1000,66,100
coffee_1,1000,92,91
coffee_2,10,32,100
coffee_2,10,94,20
coffee_2,10,36,100
coffee_2,10,35,100
coffee_2,10,74,100
coffee_2,10,53,100
coffee_2,10,76,85
coffee_2,10,47,100
coffee_2,10,30,100
coffee_2,10,86,74
coffee_2,20,63,100
coffee_2,20,67,100
coffee_2,20,46,100
coffee_2,20,61,100
coffee_2,20,30,100
coffee_2,20,99,42
coffee_2,20,43,100
coffee_2,20,80,100
coffee_2,20,74,100
coffee_2,20,72,100
coffee_2,30,87,78
coffee_2,30,53,100
coffee_2,30,71,100
coffee_2,30,99,48
coffee_2,30,44,100
coffee_2,30,56,100
coffee_2,30,66,100
coffee_2,30,60,100
coffee_2,30,44,100
coffee_2,30,30,100
coffee_2,40,74,100
coffee_2,40,73,100
coffee_2,40,31,100
coffee_2,40,55,100
coffee_2,40,96,32
coffee_2,40,93,100
coffee_2,40,61,100
coffee_2,40,70,100
coffee_2,40,86,100
coffee_2,40,38,100
coffee_2,50,91,57
coffee_2,50,26,100
coffee_2,50,78,100
coffee_2,50,47,100
coffee_2,50,96,73
coffee_2,50,54,100
coffee_2,50,39,100
coffee_2,50,75,100
coffee_2,50,60,100
coffee_2,50,54,100
coffee_2,60,34,100
coffee_2,60,45,100
coffee_2,60,73,100
coffee_2,60,48,100
coffee_2,60,56,100
coffee_2,60,35,100
coffee_2,60,78,100
coffee_2,60,76,100
coffee_2,60,74,100
coffee_2,60,46,100
coffee_2,70,88,100
coffee_2,70,41,100
coffee_2,70,59,100
coffee_2,70,44,100
coffee_2,70,79,100
coffee_2,70,53,100
coffee_2,70,61,100
coffee_2,70,33,100
coffee_2,70,74,100
coffee_2,70,66,100
coffee_2,80,31,100
coffee_2,80,70,100
coffee_2,80,98,89
coffee_2,80,77,100
coffee_2,80,66,100
coffee_2,80,28,100
coffee_2,80,90,89
coffee_2,80,31,100
coffee_2,80,67,100
coffee_2,80,27,100
coffee_2,90,71,100
coffee_2,90,78,100
coffee_2,90,49,100
coffee_2,90,82,100
coffee_2,90,40,100
coffee_2,90,87,100
coffee_2,90,30,100
coffee_2,90,38,100
coffee_2,90,53,100
coffee_2,90,61,100
coffee_2,100,84,100
coffee_2,100,35,100
coffee_2,100,76,100
coffee_2,100,50,100
coffee_2,100,49,100
coffee_2,100,44,100
coffee_2,100,46,100
coffee_2,100,77,100
coffee_2,100,48,100
coffee_2,100,73,100
coffee_2,110,92,71
coffee_2,110,61,100
coffee_2,110,95,100
coffee_2,110,41,100
coffee_2,110,27,100
coffee_2,110,75,100
coffee_2,110,82,100
coffee_2,110,40,100
coffee_2,110,35,100
coffee_2,110,89,100
coffee_2,120,87,100
coffee_2,120,55,100
coffee_2,120,40,100
coffee_2,120,36,100
coffee_2,120,43,100
coffee_2,120,51,100
coffee_2,120,65,100
coffee_2,120,97,100
coffee_2,120,68,100
coffee_2,120,96,100
coffee_2,130,92,100
coffee_2,130,59,100
coffee_2,130,55,100
coffee_2,130,77,100
coffee_2,130,55,100
coffee_2,130,51,100
coffee_2,130,36,100
coffee_2,130,37,100
coffee_2,130,61,100
coffee_2,130,90,100
coffee_2,140,89,100
coffee_2,140,33,100
coffee_2,140,65,100
coffee_2,140,89,100
coffee_2,140,41,100
coffee_2,140,40,100
coffee_2,140,59,100
coffee_2,140,97,100
coffee_2,140,42,100
coffee_2,140,24,100
coffee_2,150,32,100
coffee_2,150,85,100
coffee_2,150,35,100
coffee_2,150,80,100
coffee_2,150,80,100
coffee_2,150,77,100
coffee_2,150,93,100
coffee_2,150,85,100
coffee_2,150,35,100
coffee_2,150,71,100
coffee_2,160,49,100
coffee_2,160,60,100
coffee_2,160,90,100
coffee_2,160,31,100
coffee_2,160,51,100
coffee_2,160,81,100
coffee_2,160,77,100
coffee_2,160,94,100
coffee_2,160,82,100
coffee_2,160,36,100
coffee_2,170,65,100
coffee_2,170,41,100
coffee_2,170,99,100
