TestFile,Diff
1_mp3,15.177170825370004
2_mp3,7.179612867976348
3_mp3,9.521926037630317
4_mp3,9.296897769947886
5_mp3,11.01393396734666
6_mp3,4.829742235668279
7_mp3,11.151705435089212
8_mp3,8.787029133216809
9_mp3,11.630196129213653
10_mp3,8.78234207124655
11_mp3,14.458536937553083
12_mp3,12.661168673685234
13_mp3,12.505193441629677
14_mp3,16.03792302400091
15_mp3,13.75316974855482
16_mp3,8.012185498664092
17_mp3,20.133747021639884
18_mp3,8.145385134445064
19_mp3,12.123724098412852
20_mp3,10.688643779232438
21_mp3,12.837968705214658
22_mp3,11.036944804402125
23_mp3,8.17292955376389
24_mp3,7.386970780408626
25_mp3,7.4059810970508995
26_mp3,8.039401410321151
27_mp3,5.91450942628436
28_mp3,7.141491467300449
29_mp3,4.892599092846561
30_mp3,10.899874360459279
31_mp3,15.824952588546953
(Avg.)shampoo,10.498188939262027
