TestFile,Answer,Prediction
coffee_1,coffee,coffee
coffee_1,coffee,coffee
coffee_1,coffee,tokkuri
coffee_1,coffee,shampoo
coffee_1,coffee,tokkuri
coffee_1,coffee,dishwashing
coffee_1,coffee,shampoo
coffee_1,coffee,coffee
coffee_1,coffee,coffee
coffee_1,coffee,dishwashing
coffee_1,coffee,coffee
coffee_1,coffee,coffee
coffee_1,coffee,shampoo
coffee_1,coffee,dishwashing
coffee_1,coffee,coffee
coffee_1,coffee,coffee
coffee_1,coffee,dishwashing
coffee_1,coffee,coffee
coffee_1,coffee,coffee
coffee_1,coffee,coffee
coffee_1,coffee,coffee
coffee_1,coffee,shampoo
coffee_1,coffee,shampoo
coffee_1,coffee,coffee
coffee_1,coffee,coffee
coffee_1,coffee,shampoo
coffee_1,coffee,shampoo
coffee_1,coffee,coffee
coffee_1,coffee,coffee
coffee_1,coffee,coffee
coffee_1,coffee,dishwashing
coffee_1,coffee,coffee
coffee_1,coffee,tokkuri
coffee_1,coffee,dishwashing
coffee_1,coffee,coffee
coffee_1,coffee,skinmilk
coffee_1,coffee,coffee
coffee_1,coffee,tokkuri
coffee_1,coffee,shampoo
coffee_1,coffee,dishwashing
coffee_1,coffee,shampoo
coffee_1,coffee,skinmilk
coffee_1,coffee,dishwashing
coffee_1,coffee,coffee
coffee_1,coffee,coffee
coffee_1,coffee,dishwashing
coffee_1,coffee,coffee
coffee_1,coffee,coffee
coffee_1,coffee,shampoo
coffee_1,coffee,shampoo
(Accuracy)coffee_1,0.48
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,dishwashing
coffee_2,coffee,dishwashing
coffee_2,coffee,skinmilk
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,dishwashing
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,dishwashing
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,shampoo
coffee_2,coffee,dishwashing
coffee_2,coffee,coffee
coffee_2,coffee,shampoo
coffee_2,coffee,dishwashing
coffee_2,coffee,shampoo
coffee_2,coffee,shampoo
coffee_2,coffee,coffee
coffee_2,coffee,shampoo
coffee_2,coffee,shampoo
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,shampoo
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,skinmilk
coffee_2,coffee,shampoo
coffee_2,coffee,coffee
coffee_2,coffee,skinmilk
coffee_2,coffee,coffee
coffee_2,coffee,tokkuri
coffee_2,coffee,coffee
coffee_2,coffee,coffee
coffee_2,coffee,coffee
