TestFile,Diff
1_mp3,12.026817168043882
2_mp3,11.575222708588072
3_mp3,18.751507289325723
4_mp3,12.386030289849513
5_mp3,9.367309701763455
6_mp3,8.092980299468065
7_mp3,12.487046072342261
8_mp3,10.024386633722663
9_mp3,6.243028448329418
10_mp3,6.124098316876476
11_mp3,17.69304805519918
12_mp3,7.305712008538447
13_mp3,17.28395794729766
14_mp3,12.694890462686168
15_mp3,16.66676737542616
16_mp3,15.191496240707457
17_mp3,15.868862570109476
18_mp3,12.474048037372345
19_mp3,11.100425228025653
20_mp3,12.120611548830087
21_mp3,12.96428576968392
22_mp3,7.325411821646793
23_mp3,11.419246121984484
24_mp3,7.051216971608417
25_mp3,12.278896620712985
26_mp3,5.030056016713272
27_mp3,7.672767128552967
28_mp3,7.861448238662393
29_mp3,5.609678500512363
30_mp3,16.202649604292382
31_mp3,12.361429153442156
(Avg.)shampoo,11.330817172590784
