TestFile,Answer,Prediction
coffee,60-70,70-80
coffee,10-20,10-20
coffee,50-60,90-100
coffee,0-10,0-10
coffee,80-90,80-90
coffee,40-50,50-60
coffee,60-70,60-70
coffee,40-50,90-100
coffee,90-100,90-100
coffee,10-20,10-20
coffee,10-20,10-20
coffee,70-80,70-80
coffee,0-10,0-10
coffee,0-10,0-10
coffee,80-90,90-100
coffee,0-10,0-10
coffee,80-90,80-90
coffee,40-50,90-100
coffee,40-50,90-100
coffee,70-80,70-80
coffee,50-60,50-60
coffee,20-30,10-20
coffee,80-90,70-80
coffee,70-80,70-80
coffee,80-90,60-70
coffee,80-90,70-80
coffee,20-30,10-20
coffee,20-30,10-20
coffee,50-60,50-60
coffee,40-50,50-60
coffee,50-60,90-100
coffee,20-30,10-20
coffee,0-10,0-10
coffee,10-20,10-20
coffee,70-80,70-80
coffee,90-100,60-70
coffee,50-60,50-60
coffee,20-30,10-20
coffee,10-20,10-20
coffee,40-50,40-50
coffee,20-30,10-20
coffee,40-50,90-100
coffee,60-70,90-100
coffee,70-80,70-80
coffee,0-10,0-10
coffee,80-90,90-100
coffee,0-10,10-20
coffee,40-50,50-60
coffee,40-50,50-60
coffee,60-70,60-70
coffee,80-90,60-70
coffee,70-80,70-80
coffee,50-60,90-100
coffee,70-80,60-70
coffee,50-60,40-50
coffee,70-80,70-80
coffee,50-60,40-50
coffee,50-60,90-100
coffee,0-10,10-20
coffee,90-100,90-100
coffee,70-80,70-80
coffee,50-60,90-100
coffee,20-30,20-30
coffee,10-20,10-20
coffee,60-70,90-100
coffee,30-40,20-30
coffee,50-60,70-80
coffee,90-100,90-100
coffee,50-60,90-100
coffee,80-90,40-50
coffee,80-90,80-90
coffee,80-90,80-90
coffee,90-100,90-100
coffee,80-90,80-90
coffee,30-40,20-30
coffee,20-30,10-20
coffee,90-100,80-90
coffee,50-60,20-30
coffee,50-60,40-50
coffee,0-10,0-10
coffee,40-50,90-100
coffee,90-100,90-100
coffee,60-70,90-100
coffee,90-100,90-100
coffee,70-80,60-70
coffee,10-20,10-20
coffee,70-80,70-80
coffee,40-50,20-30
coffee,30-40,10-20
coffee,30-40,30-40
coffee,0-10,0-10
coffee,40-50,90-100
coffee,40-50,90-100
coffee,60-70,50-60
coffee,50-60,90-100
coffee,10-20,10-20
coffee,0-10,0-10
coffee,30-40,90-100
coffee,50-60,90-100
coffee,80-90,90-100
coffee,0-10,0-10
coffee,80-90,90-100
coffee,0-10,0-10
coffee,60-70,70-80
coffee,70-80,70-80
coffee,40-50,90-100
coffee,30-40,90-100
coffee,10-20,10-20
coffee,80-90,90-100
coffee,0-10,0-10
coffee,80-90,80-90
coffee,10-20,10-20
coffee,40-50,20-30
coffee,0-10,20-30
coffee,90-100,90-100
coffee,90-100,90-100
coffee,80-90,80-90
coffee,40-50,20-30
coffee,20-30,10-20
coffee,90-100,90-100
coffee,30-40,10-20
coffee,20-30,10-20
coffee,80-90,80-90
coffee,60-70,40-50
coffee,20-30,10-20
coffee,20-30,20-30
coffee,30-40,10-20
coffee,90-100,90-100
coffee,60-70,90-100
coffee,50-60,20-30
coffee,60-70,60-70
coffee,70-80,80-90
coffee,20-30,10-20
coffee,30-40,20-30
coffee,10-20,10-20
coffee,90-100,90-100
coffee,90-100,90-100
coffee,60-70,50-60
coffee,30-40,30-40
coffee,70-80,70-80
coffee,20-30,10-20
coffee,90-100,90-100
coffee,30-40,20-30
coffee,20-30,10-20
coffee,70-80,70-80
coffee,70-80,80-90
coffee,70-80,80-90
coffee,80-90,80-90
coffee,10-20,10-20
coffee,30-40,10-20
coffee,60-70,40-50
coffee,60-70,70-80
coffee,40-50,90-100
coffee,0-10,0-10
coffee,30-40,20-30
coffee,20-30,10-20
coffee,20-30,10-20
coffee,80-90,70-80
coffee,30-40,20-30
coffee,90-100,90-100
coffee,70-80,90-100
coffee,70-80,60-70
coffee,50-60,90-100
coffee,40-50,40-50
coffee,90-100,90-100
coffee,60-70,60-70
coffee,0-10,0-10
coffee,60-70,70-80
coffee,50-60,40-50
coffee,30-40,10-20
coffee,0-10,10-20
coffee,0-10,0-10
coffee,30-40,10-20
coffee,30-40,10-20
coffee,30-40,90-100
coffee,30-40,20-30
coffee,10-20,10-20
coffee,10-20,10-20
coffee,70-80,60-70
coffee,60-70,40-50
coffee,70-80,50-60
coffee,10-20,10-20
coffee,70-80,70-80
coffee,0-10,0-10
coffee,0-10,0-10
coffee,30-40,20-30
coffee,30-40,90-100
coffee,30-40,90-100
coffee,20-30,10-20
coffee,0-10,10-20
coffee,50-60,40-50
coffee,40-50,50-60
coffee,70-80,70-80
coffee,50-60,50-60
coffee,60-70,90-100
coffee,20-30,10-20
coffee,40-50,20-30
coffee,20-30,10-20
coffee,90-100,70-80
coffee,10-20,10-20
coffee,80-90,80-90
coffee,40-50,20-30
coffee,50-60,50-60
coffee,30-40,10-20
coffee,0-10,0-10
coffee,80-90,90-100
coffee,30-40,10-20
coffee,30-40,10-20
coffee,40-50,40-50
coffee,40-50,50-60
coffee,0-10,0-10
coffee,10-20,10-20
coffee,0-10,0-10
coffee,50-60,30-40
coffee,80-90,90-100
coffee,40-50,50-60
coffee,90-100,90-100
coffee,10-20,10-20
coffee,10-20,10-20
coffee,30-40,10-20
coffee,0-10,0-10
coffee,20-30,10-20
coffee,60-70,50-60
coffee,10-20,10-20
coffee,60-70,60-70
coffee,40-50,40-50
coffee,0-10,10-20
coffee,80-90,80-90
coffee,10-20,10-20
coffee,0-10,0-10
coffee,80-90,80-90
coffee,0-10,0-10
coffee,70-80,70-80
coffee,90-100,60-70
coffee,50-60,50-60
coffee,30-40,10-20
coffee,80-90,70-80
coffee,10-20,10-20
coffee,0-10,0-10
coffee,90-100,90-100
coffee,50-60,90-100
coffee,20-30,10-20
coffee,70-80,80-90
coffee,60-70,90-100
coffee,90-100,90-100
coffee,60-70,40-50
coffee,90-100,90-100
coffee,30-40,90-100
coffee,10-20,10-20
coffee,60-70,90-100
coffee,40-50,90-100
coffee,40-50,90-100
coffee,40-50,90-100
coffee,0-10,0-10
coffee,20-30,10-20
coffee,50-60,50-60
coffee,80-90,50-60
coffee,60-70,50-60
coffee,20-30,10-20
coffee,70-80,40-50
coffee,40-50,20-30
coffee,50-60,40-50
coffee,0-10,0-10
coffee,50-60,50-60
coffee,40-50,20-30
coffee,90-100,90-100
coffee,10-20,10-20
coffee,20-30,10-20
coffee,50-60,50-60
coffee,70-80,70-80
coffee,20-30,10-20
coffee,10-20,10-20
coffee,60-70,60-70
coffee,40-50,30-40
coffee,60-70,60-70
coffee,20-30,10-20
coffee,60-70,50-60
coffee,20-30,10-20
coffee,40-50,50-60
coffee,90-100,90-100
coffee,60-70,40-50
coffee,0-10,0-10
coffee,60-70,90-100
coffee,60-70,90-100
coffee,20-30,10-20
coffee,0-10,0-10
coffee,60-70,50-60
coffee,20-30,10-20
coffee,70-80,70-80
coffee,70-80,70-80
coffee,40-50,20-30
coffee,10-20,10-20
coffee,10-20,10-20
coffee,50-60,50-60
coffee,0-10,10-20
coffee,0-10,10-20
coffee,10-20,10-20
coffee,50-60,20-30
coffee,70-80,60-70
coffee,70-80,60-70
coffee,60-70,60-70
coffee,80-90,80-90
coffee,90-100,90-100
coffee,90-100,90-100
coffee,40-50,90-100
coffee,0-10,0-10
coffee,0-10,0-10
coffee,20-30,10-20
coffee,50-60,90-100
coffee,30-40,10-20
coffee,40-50,20-30
coffee,40-50,90-100
coffee,70-80,50-60
coffee,0-10,0-10
coffee,40-50,20-30
coffee,90-100,90-100
coffee,10-20,10-20
coffee,30-40,10-20
coffee,80-90,60-70
coffee,80-90,70-80
coffee,30-40,90-100
coffee,90-100,90-100
coffee,60-70,60-70
coffee,80-90,70-80
coffee,20-30,10-20
coffee,30-40,30-40
coffee,80-90,80-90
coffee,10-20,10-20
coffee,60-70,90-100
coffee,50-60,90-100
coffee,50-60,90-100
coffee,40-50,90-100
coffee,80-90,80-90
coffee,20-30,10-20
