TestFile,Diff
1_mp3,24.57007421875
2_mp3,21.915015625
3_mp3,20.56109375
4_mp3,20.6190859375
5_mp3,24.18407421875
6_mp3,21.637322265625
7_mp3,22.48145703125
8_mp3,24.23576171875
9_mp3,20.84070703125
10_mp3,20.520306640625
11_mp3,23.26766015625
12_mp3,24.202494140625
13_mp3,22.38581640625
14_mp3,24.01333203125
15_mp3,21.32848828125
16_mp3,25.253478515625
17_mp3,20.00271484375
18_mp3,22.93827734375
19_mp3,22.015384765625
20_mp3,22.33844921875
21_mp3,20.5550078125
22_mp3,24.080455078125
23_mp3,25.35674609375
24_mp3,23.358833984375
25_mp3,24.9519765625
26_mp3,25.79703515625
27_mp3,24.92225
28_mp3,26.3658671875
29_mp3,23.049078125
30_mp3,19.771791015625
31_mp3,23.635296875
(Avg.)shampoo,22.940494581653226
