id,date,validDuration,noiseDuration,fitDuration,walkingDuration,powerLeft,eyeMoveHorizontal,eyeMoveVertical,eyeMoveBigHorizontal,eyeMoveBigVertical,headMoveVerticalCount,headMoveHorizontalCount,walkingVibrationRightX,walkingVibrationLeftX,walkingVibrationRightY,walkingVibrationLeftY,walkingVibrationRightZ,walkingVibrationLeftZ,landingStrengthRightMaxAvg,landingStrengthLeftMaxAvg,slopeXAvg,slopeYAvg,slopeXStd,slopeYStd,highSpeedStepsNum,middleSpeedStepsNum,lowSpeedStepsNum,ultraLowSpeedStepsNum,nptAvgWeak,weakBlinkSpeedAvg,weakBlinkSpeedStd,weakBlinkStrengthAvg,weakBlinkStrengthStd,weakBlinkCount,weakBlinkSwarmCount,weakBlinkIntervalAvg,weakBlinkIntervalCount,nptAvgStrong,strongBlinkSpeedAvg,strongBlinkSpeedStd,strongBlinkStrengthAvg,strongBlinkStrengthStd,strongBlinkCount,strongBlinkSwarmCount,strongBlinkIntervalAvg,strongBlinkIntervalCount
0,2024-02-21T23:07:58+0900,60,12,60,16,5,36.0,20.0,9.0,8.0,41,24,0.5625,0.25,0.9375,0.5,0.75,0.5,1.0625,1.09375,8.69,-0.08,9.96,9.53,11,4,1,5,0.066,160.0,34.4,68.0,17.8,10,2,7.2,4,0.058,158.0,29.4,70.0,15.8,8,2,7.0,3

