id,date,stepCount,blinkCountRaw,eyeMoveUpCount,eyeMoveDownCount,eyeMoveRightCount,eyeMoveLeftCount,isStill,xMean,xSD,yMean,ySD,pitchOnewayCount,pitchRoundCount,yawOnewayCount,yawRoundCount,xRightStepAmplitude,xLeftStepAmplitude,yRightStepAmplitude,yLeftStepAmplitude,zRightStepAmplitude,zLeftStepAmplitude,zRightStepAmplitudeCal,zLeftStepAmplitudeCal,maxRightStepAcceleration,maxLeftStepAcceleration,stepCadence,blinkCount,blinkIntervalCount,blinkIntervalMean,blinkIntervalTotal,blinkStrengthMean,blinkStrengthSD,blinkStrengthTotal,blinkStrengthMax,blinkWidthMean,nptMean,nptSD,nptMedian,noiseTime,isValid,sleepScore,focusScore,tensionScore,calmScore,sleepScoreStandard
0,2024-02-21T23:04:07+0900,20,2,2,4,2,3,false,8.599426,11.840895,3.443189,15.086442,6,0,11,0,0.8873463,1.0252438,1.7837164,2.3932292,0.708004,1.2821257,1.2080042,1.782126,1.124789,1.174629,151.35135,1,0,6.5833335,0.0,73.8,36.722744,162.0,162.0,168.0,0.06971999,0.035633266,0.0582,9.55,false,77,-1,-1,-1,79
1,2024-02-21T23:04:22+0900,3,3,5,8,8,9,false,37.535114,20.888657,9.496047,14.369594,4,0,4,0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,2,1,7.1666665,5.5,100.8,36.558994,232.0,144.0,174.0,0.06681,0.03771253,0.0531,3.75,false,80,-1,-1,-1,79
2,2024-02-21T23:04:37+0900,6,7,4,8,9,7,false,21.10359,20.462994,8.728553,11.997486,4,0,6,0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,2,0,7.1666665,0.0,98.2,23.224125,172.0,92.0,167.0,0.05604,0.031417646,0.0487,2.45,false,77,-1,-1,-1,79
3,2024-02-21T23:04:52+0900,9,6,12,11,11,12,false,13.270712,12.328909,-4.4637966,5.7091937,7,0,10,0,1.2717521,0.3573486,1.2635205,0.5807332,2.9137619,0.51587003,3.413762,1.0158702,1.0351877,1.0812883,130.43478,1,0,7.1666665,0.0,93.2,27.410946,62.0,62.0,158.0,0.047599997,0.022836769,0.0422,0.3,false,75,-1,-1,-1,79

