,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.21428571428571427,0.0,1.0,0.125,0.16326530612244897,0.1625,0.16581632653061223
recall,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.4,0.2,0.16326530612244897,0.15999999999999998,0.16326530612244897
f1-score,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3157894736842105,0.0,0.5714285714285715,0.15384615384615385,0.16326530612244897,0.1374397532292269,0.14024464615227236
support,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.16326530612244897,49.0,49.0
