TestFile,Diff
1_mp3,49.2770654296875
2_mp3,14.05426025390625
3_mp3,10.01952880859375
4_mp3,48.6516259765625
5_mp3,16.59209716796875
6_mp3,25.3867236328125
7_mp3,46.5352001953125
8_mp3,47.976005859375
9_mp3,48.02984375
10_mp3,36.59218505859375
11_mp3,16.515142822265624
12_mp3,9.139363403320312
13_mp3,9.971259765625
14_mp3,50.761201171875
15_mp3,13.222989501953125
16_mp3,48.103779296875
17_mp3,48.47025390625
18_mp3,13.22673828125
19_mp3,11.159100341796876
20_mp3,47.4408837890625
21_mp3,45.631982421875
22_mp3,48.2780615234375
23_mp3,47.93111328125
24_mp3,45.93609375
25_mp3,23.6227978515625
26_mp3,12.744549560546876
27_mp3,49.3481787109375
28_mp3,45.8887548828125
29_mp3,51.872666015625
30_mp3,32.7582177734375
31_mp3,23.65137451171875
(Avg.)shampoo,33.50932382891255
