TestFile,Diff
1_mp3,17.13957421875
2_mp3,16.18759765625
3_mp3,17.3690625
4_mp3,17.3499296875
5_mp3,14.8519560546875
6_mp3,18.62809375
7_mp3,18.40282421875
8_mp3,20.645814453125
9_mp3,17.33734375
10_mp3,20.547984375
11_mp3,19.96494140625
12_mp3,18.8877265625
13_mp3,18.24091015625
14_mp3,20.344615234375
15_mp3,16.4842421875
16_mp3,18.51778515625
17_mp3,18.15123046875
18_mp3,20.960515625
19_mp3,21.9436953125
20_mp3,17.829890625
21_mp3,22.8420078125
22_mp3,21.94416796875
23_mp3,23.851109375
24_mp3,21.580107421875
25_mp3,21.15400390625
26_mp3,21.39859375
27_mp3,21.515494140625
28_mp3,22.93954296875
29_mp3,17.2867890625
30_mp3,21.08428125
31_mp3,21.9923828125
(Avg.)shampoo2,19.592716576360885
