Timestamp,HeartRate
285,65
1237,64
2201,65
3166,65
4098,65
5106,64
6092,65
7043,64
8005,64
8972,64
9896,64
10906,64
11898,65
12852,63
13836,63
14775,65
15704,65
16708,65
17675,63
18662,64
19609,64
20576,65
21509,65
22512,65
23479,64
24464,65
25415,64
26377,64
27314,64
28307,65
29285,65
30248,63
31224,64
32181,65
33118,65
34111,65
35083,63
36051,64
37035,63
37984,64
38909,64
39917,64
40885,65
41851,64
42843,65
43791,64
44713,64
45717,64
46683,64
47651,65
48621,65
49604,65
50517,65
51519,65
52484,65
53455,63
54423,65
55409,65
56319,65
57326,65
58288,64
59256,65
