Timestamp,Pulse
193,237847
195,236761
196,236729
198,237527
199,238173
199,241091
200,243461
201,243601
201,243281
202,243349
684,243167
686,243181
687,243059
687,243201
688,241559
689,238003
689,237405
690,236785
691,236751
692,237695
1156,240091
1157,242977
1158,242803
1159,243041
1159,243327
1160,243401
1161,243081
1161,243097
1162,243111
1163,243315
1652,241547
1654,237799
1656,237281
1657,237271
1657,237761
1659,238715
1660,239915
1660,243281
1661,243123
1662,243357
2128,243155
2129,242999
2130,243159
2131,243233
2131,243423
2132,242813
2133,239789
2133,238177
2134,237411
2135,237233
2618,237539
2621,238411
2622,240199
2623,243099
2625,243253
2628,243021
2630,243345
2631,242977
2633,244025
2635,243307
3096,243155
3098,242175
3099,239965
3100,238077
3101,237679
3102,237107
3102,237635
3103,238511
3104,242733
3104,243531
3579,243627
3580,243301
3581,243327
3582,243431
3583,243431
3583,243561
3584,243419
3585,241633
3586,239239
3587,237323
4061,237111
4063,236903
4065,238221
4066,239801
4066,242895
4067,243471
4068,243427
4068,243419
4069,243761
4070,243553
4546,243167
4547,243427
4548,243371
4549,239749
4550,237687
4551,237177
4552,236695
4552,237093
4553,238043
4554,241221
5027,243341
5029,243539
5030,243623
5032,243491
5033,243279
5034,243145
5035,243129
5036,243565
5036,241673
5037,239697
5515,237727
5517,236873
5518,236547
5519,237129
5520,238493
5521,242735
5522,243695
5523,243241
5523,243323
5524,243435
5998,243397
5999,243051
6001,243227
6002,243181
6002,241759
6003,237991
6004,237233
6005,236907
6005,236865
6006,237981
6482,239823
6484,243275
6485,243509
6486,242877
6487,243359
6487,243167
6488,242903
6489,243093
6489,243289
6490,242435
6959,241559
6961,237977
6962,237493
6963,237441
6963,237861
6964,238579
6966,239835
6967,243123
6968,243137
6968,243071
7451,243171
7452,243255
7453,243367
7454,243233
7455,243319
7456,243037
7456,240179
7458,238589
7459,237483
7459,237305
7920,237319
7922,238559
7923,240179
7924,243253
7925,243285
7926,243279
7926,243193
7927,243517
7928,243673
7928,243431
8417,243327
8419,241967
