Timestamp,HeartRate
745,93
1754,93
2754,93
3589,93
4556,93
5539,93
6545,93
7554,93
8552,93
9394,93
10356,93
11338,93
12345,93
13344,93
14347,93
15191,93
16163,93
17139,93
18144,93
19141,93
20146,93
21151,93
21962,93
22938,93
23936,93
24944,93
25944,93
26955,93
27765,93
28755,93
29733,93
30741,93
31746,93
32753,93
33569,93
34554,93
35532,93
36538,93
37542,93
38548,93
39373,93
40352,93
41356,93
42338,93
43353,93
44341,93
45346,93
46158,93
47151,93
48138,93
49138,93
50142,93
51144,93
51955,93
52951,93
53954,93
54936,93
55940,93
56944,93
57757,93
58747,93
59754,93
