Timestamp,HeartRate
496,95
1427,95
2427,95
3395,95
4378,95
5327,96
6293,96
7224,96
8219,96
9191,96
10155,96
11140,96
12093,97
13010,97
14016,97
14988,97
15958,97
16920,97
17902,97
18815,97
19817,98
20781,98
21749,98
22720,98
23706,98
24616,98
25621,98
26586,98
27550,98
28516,98
29485,98
30423,98
31425,98
32384,98
33351,98
34319,98
35287,98
36214,98
37232,98
38184,98
39149,98
40110,98
41085,98
42012,98
43035,98
43993,98
44948,98
45918,98
46875,98
47806,98
48820,98
49796,98
50754,98
51709,98
52682,98
53609,98
54611,98
55580,98
56564,98
57511,98
58481,98
59410,98
