Timestamp,HeartRate
497,59
1472,59
2466,59
3470,59
4367,59
5397,59
6404,59
7399,59
8402,59
9213,59
10206,59
11211,59
12213,59
13198,59
14200,59
15006,59
15998,59
17001,59
18012,59
19009,59
19837,59
20816,59
21809,59
22809,59
23801,59
24798,59
25802,59
26612,59
27608,59
28611,59
29612,59
30619,59
31519,59
32518,59
33524,59
34332,59
35303,59
36314,59
37310,59
38308,59
39312,59
40125,59
41116,59
42121,59
43127,59
44103,59
45105,59
45921,59
46909,59
47910,59
48922,59
49919,59
50747,59
51726,59
52703,59
53719,59
54717,59
55711,59
56545,59
57526,59
58523,59
59522,59
