,1,2,3,4,5,6,7,8,9,10,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,1.0,0.0,0.08,0.16,0.16
recall,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.2,0.0,0.08,0.08,0.08
f1-score,0.0,0.0,0.0,0.0,0.16000000000000003,0.28571428571428575,0.0,0.0,0.33333333333333337,0.0,0.08,0.07790476190476192,0.07790476190476192
support,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,50.0,50.0
