date,type,subType,value
20240221-205220,slowHeadTilting,forward,1
20240221-205223,slowHeadTilting,forward,-1
20240221-205223,slowHeadTilting,forward,1
20240221-205224,slowHeadTilting,forward,-1
20240221-205227,slowHeadTilting,forward,1
20240221-205229,slowHeadTilting,forward,-1
20240221-205241,slowHeadTilting,forward,1
20240221-205242,slowHeadTilting,forward,-1
20240221-205252,slowHeadTilting,forward,1
20240221-205253,slowHeadTilting,forward,-1

