Filename,Window,Answer,Prediction
20240408_232156_1001079449.csv,1001079449,1,1
20240408_232156_1004093917.csv,1004093917,1,0
20240408_232156_1007108390.csv,1007108390,1,0
20240408_232156_1010122874.csv,1010122874,1,0
20240408_232156_1013137374.csv,1013137374,1,0
20240408_232156_1016151858.csv,1016151858,1,0
20240408_232156_1019166333.csv,1019166333,1,1
20240408_232156_1022180815.csv,1022180815,1,0
20240408_232156_1025195295.csv,1025195295,1,1
20240408_232156_1028209772.csv,1028209772,1,0
20240408_232156_1031224247.csv,1031224247,1,1
20240408_232156_1034238722.csv,1034238722,1,1
20240408_232156_1037253199.csv,1037253199,1,0
20240408_232156_1040267673.csv,1040267673,1,0
20240408_232156_1043282148.csv,1043282148,1,1
20240408_232156_1046296624.csv,1046296624,1,1
20240408_232156_1049311100.csv,1049311100,1,1
20240408_232156_1052325588.csv,1052325588,1,0
20240408_232156_1055340072.csv,1055340072,1,0
20240408_232156_1058354550.csv,1058354550,1,0
20240408_232156_1061369027.csv,1061369027,1,1
20240408_232156_1064383507.csv,1064383507,1,1
20240408_232156_1067397984.csv,1067397984,1,1
20240408_232156_1070412455.csv,1070412455,1,0
20240408_232156_1073426916.csv,1073426916,1,0
20240408_232156_1076441389.csv,1076441389,1,1
20240408_232156_1079455864.csv,1079455864,1,0
20240408_232156_1082470356.csv,1082470356,1,1
20240408_232156_1085484844.csv,1085484844,1,0
20240408_232156_1088499321.csv,1088499321,1,1
20240408_232156_1091513790.csv,1091513790,1,0
20240408_232156_1094528257.csv,1094528257,1,1
20240408_232156_1097542734.csv,1097542734,1,1
20240408_232156_1100557212.csv,1100557212,1,1
20240408_232156_1103571695.csv,1103571695,1,0
20240408_232156_1106586175.csv,1106586175,1,0
20240408_232156_1109600651.csv,1109600651,1,1
20240408_232156_1112615131.csv,1112615131,1,1
20240408_232156_1115629610.csv,1115629610,1,0
20240408_232156_1118644088.csv,1118644088,1,0
20240408_232156_1121658562.csv,1121658562,1,1
20240408_232156_1124673039.csv,1124673039,1,0
20240408_232156_1127687516.csv,1127687516,1,0
20240408_232156_1130701988.csv,1130701988,1,1
20240408_232156_1133716456.csv,1133716456,1,1
20240408_232156_1136730929.csv,1136730929,1,1
20240408_232156_1139745406.csv,1139745406,1,1
20240408_232156_1142759902.csv,1142759902,1,0
20240408_232156_1145774392.csv,1145774392,1,1
20240408_232156_1148788870.csv,1148788870,1,0
20240408_232156_1151803364.csv,1151803364,1,0
20240408_232156_1154817868.csv,1154817868,1,1
20240408_232156_1157832347.csv,1157832347,1,1
20240408_232156_1160846828.csv,1160846828,1,0
20240408_232156_1163861307.csv,1163861307,1,1
20240408_232156_1166875789.csv,1166875789,1,0
20240408_232156_1169890268.csv,1169890268,1,1
20240408_232156_1172904729.csv,1172904729,1,1
20240408_232156_1175919197.csv,1175919197,1,0
20240408_232156_1178931313.csv,1178931313,1,0
20240408_232156_1181945797.csv,1181945797,1,1
20240408_232156_1184960286.csv,1184960286,1,1
20240408_232156_1187974766.csv,1187974766,1,1
20240408_232156_1190989238.csv,1190989238,1,1
20240408_232156_1194003699.csv,1194003699,1,0
20240408_232156_1197018172.csv,1197018172,1,1
20240408_232156_1200032649.csv,1200032649,1,0
20240408_232156_1203047120.csv,1203047120,1,1
20240408_232156_1206061594.csv,1206061594,1,0
20240408_232156_1209076071.csv,1209076071,1,0
20240408_232156_1212090533.csv,1212090533,1,1
20240408_232156_1215104989.csv,1215104989,1,0
20240408_232156_1218119464.csv,1218119464,1,1
20240408_232156_1221133941.csv,1221133941,1,1
20240408_232156_1224148417.csv,1224148417,1,0
20240408_232156_1227162895.csv,1227162895,1,1
20240408_232156_1230177369.csv,1230177369,1,0
20240408_232156_1233191827.csv,1233191827,1,0
20240408_232156_1236206289.csv,1236206289,1,0
20240408_232156_1239220762.csv,1239220762,1,0
20240408_232156_1242235250.csv,1242235250,1,1
20240408_232156_1245249747.csv,1245249747,1,0
20240408_232156_1248264222.csv,1248264222,1,1
20240408_232156_1251276165.csv,1251276165,1,0
20240408_232156_1254290663.csv,1254290663,1,1
20240408_232156_1257305148.csv,1257305148,1,1
20240408_232156_1260319625.csv,1260319625,1,1
20240408_232156_1263334120.csv,1263334120,1,1
20240408_232156_1266348609.csv,1266348609,1,1
20240408_232156_1269363087.csv,1269363087,1,0
20240408_232156_1272377623.csv,1272377623,1,1
20240408_232156_1275392188.csv,1275392188,1,0
20240408_232156_1278406674.csv,1278406674,1,1
20240408_232156_1281421144.csv,1281421144,1,1
20240408_232156_1284435588.csv,1284435588,1,0
20240408_232156_1287450058.csv,1287450058,1,1
20240408_232156_1290464540.csv,1290464540,1,1
20240408_232156_1293478984.csv,1293478984,1,0
20240408_232156_1296493441.csv,1296493441,1,0
20240408_232156_1299507922.csv,1299507922,1,1
20240408_232156_1302522386.csv,1302522386,1,0
20240408_232156_1305536842.csv,1305536842,1,1
20240408_232156_1308551321.csv,1308551321,1,0
20240408_232156_1311565812.csv,1311565812,1,0
20240408_232156_1314580325.csv,1314580325,1,1
20240408_232156_1317594817.csv,1317594817,1,0
20240408_232156_1320609297.csv,1320609297,1,1
20240408_232156_1323623738.csv,1323623738,1,0
20240408_232156_1326638191.csv,1326638191,1,0
20240408_232156_1329652668.csv,1329652668,1,0
20240408_232156_1332665711.csv,1332665711,1,0
20240408_232156_1335680166.csv,1335680166,1,0
20240408_232156_1338694641.csv,1338694641,1,0
20240408_232156_1341709112.csv,1341709112,1,1
20240408_232156_1344723569.csv,1344723569,1,0
20240408_232156_1347738038.csv,1347738038,1,1
20240408_232156_1350752512.csv,1350752512,1,0
20240408_232156_1353766974.csv,1353766974,1,0
20240408_232156_1356781440.csv,1356781440,1,0
20240408_232156_1359795912.csv,1359795912,1,0
