id,date,eyeMoveUp,eyeMoveDown,eyeMoveLeft,eyeMoveRight,blinkSpeed,blinkStrength,walking,roll,pitch,yaw,accX,accY,accZ,fitError,powerLeft,noiseStatus,sequenceNumber
0,2024-02-21T22:48:00.022+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.1875,5.9375,-14.875,0,5,false,176
1,2024-02-21T22:48:00.024+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,5.875,-14.9375,0,5,false,177
2,2024-02-21T22:48:00.058+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-2.9375,5.9375,-14.6875,0,5,false,178
3,2024-02-21T22:48:00.136+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,5.625,-14.875,0,5,false,179
4,2024-02-21T22:48:00.171+0900,0,0,7,0,0,0,false,0.0,0.0,0.0,-3.3125,5.875,-14.75,0,5,false,180
5,2024-02-21T22:48:00.210+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.3125,5.875,-14.8125,0,5,false,181
6,2024-02-21T22:48:00.285+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,5.875,-14.625,0,5,false,182
7,2024-02-21T22:48:00.322+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.1875,5.875,-14.875,0,5,false,183
8,2024-02-21T22:48:00.358+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,5.875,-14.75,0,5,false,184
9,2024-02-21T22:48:00.436+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.375,6.0,-14.9375,0,5,false,185
10,2024-02-21T22:48:00.510+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,6.0,-14.8125,0,5,false,186
11,2024-02-21T22:48:00.514+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.0625,5.9375,-14.8125,0,5,false,187
12,2024-02-21T22:48:00.585+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,5.9375,-14.6875,0,5,false,188
13,2024-02-21T22:48:00.621+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,6.0625,-14.625,0,5,false,189
14,2024-02-21T22:48:00.692+0900,0,0,0,7,0,0,false,0.0,0.0,0.0,-3.25,6.1875,-14.8125,0,5,false,190
15,2024-02-21T22:48:00.733+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.1875,6.125,-14.6875,0,5,false,191
16,2024-02-21T22:48:00.771+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,6.0625,-14.75,0,5,false,192
17,2024-02-21T22:48:00.809+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.1875,6.125,-14.75,0,5,false,193
18,2024-02-21T22:48:00.886+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.1875,6.125,-15.0,0,5,false,194
19,2024-02-21T22:48:00.922+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,6.0625,-14.9375,0,5,false,195
20,2024-02-21T22:48:00.960+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.0,5.9375,-14.75,0,5,false,196
21,2024-02-21T22:48:01.034+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-2.875,5.9375,-14.875,0,5,false,197
22,2024-02-21T22:48:01.083+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-2.9375,5.6875,-14.9375,0,5,false,198
23,2024-02-21T22:48:01.108+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.375,5.875,-14.6875,0,5,false,199
24,2024-02-21T22:48:01.184+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.625,6.0,-14.6875,0,5,false,200
25,2024-02-21T22:48:01.222+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.625,6.125,-14.8125,0,5,false,201
26,2024-02-21T22:48:01.260+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.3125,6.125,-14.875,0,5,false,202
27,2024-02-21T22:48:01.334+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,6.125,-15.0625,0,5,false,203
28,2024-02-21T22:48:01.376+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.1875,5.9375,-15.0,0,5,false,204
29,2024-02-21T22:48:01.411+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,5.875,-14.75,0,5,false,205
30,2024-02-21T22:48:01.484+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.0,5.6875,-14.75,0,5,false,206
31,2024-02-21T22:48:01.522+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-2.9375,5.6875,-14.8125,0,5,false,207
32,2024-02-21T22:48:01.560+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-2.9375,5.8125,-14.75,0,5,false,208
33,2024-02-21T22:48:01.636+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.0,5.9375,-15.0625,0,5,false,209
34,2024-02-21T22:48:01.673+0900,0,0,2,0,0,0,false,0.0,0.0,0.0,-3.125,5.8125,-14.875,0,5,false,210
35,2024-02-21T22:48:01.710+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,5.875,-15.0,0,5,false,211
36,2024-02-21T22:48:01.785+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.1875,5.9375,-14.6875,0,5,false,212
37,2024-02-21T22:48:01.822+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.0625,5.9375,-15.0625,0,5,false,213
38,2024-02-21T22:48:01.860+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.3125,5.6875,-15.125,0,5,false,214
39,2024-02-21T22:48:01.936+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.4375,5.625,-14.8125,0,5,false,215
40,2024-02-21T22:48:01.974+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.3125,5.3125,-14.75,0,5,false,216
41,2024-02-21T22:48:02.010+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,5.3125,-15.125,0,5,false,217
42,2024-02-21T22:48:02.093+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.3125,5.375,-14.8125,0,5,false,218
43,2024-02-21T22:48:02.120+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,5.5625,-15.0625,0,5,false,219
44,2024-02-21T22:48:02.197+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.3125,5.5625,-15.0,0,5,false,220
45,2024-02-21T22:48:02.233+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.1875,5.4375,-15.1875,0,5,false,221
46,2024-02-21T22:48:02.271+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,5.375,-15.0625,0,5,false,222
47,2024-02-21T22:48:02.308+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.375,5.3125,-15.125,0,5,false,223
48,2024-02-21T22:48:02.386+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,5.4375,-14.8125,0,5,false,224
49,2024-02-21T22:48:02.420+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,5.3125,-14.9375,0,5,false,225
50,2024-02-21T22:48:02.460+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,5.5,-14.875,0,5,false,226
51,2024-02-21T22:48:02.535+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,5.5625,-14.8125,0,5,false,227
52,2024-02-21T22:48:02.610+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.5625,5.625,-15.0625,0,5,false,228
53,2024-02-21T22:48:02.613+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.375,5.6875,-14.9375,0,5,false,229
54,2024-02-21T22:48:02.685+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.0625,5.625,-14.9375,0,5,false,230
55,2024-02-21T22:48:02.722+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.1875,5.5625,-14.875,0,5,false,231
56,2024-02-21T22:48:02.760+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.5,5.625,-14.875,0,5,false,232
57,2024-02-21T22:48:02.834+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.3125,5.75,-15.0625,0,5,false,233
58,2024-02-21T22:48:02.873+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,5.75,-15.0,0,5,false,234
59,2024-02-21T22:48:02.947+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,5.6875,-15.125,0,5,false,235
60,2024-02-21T22:48:03.020+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.0625,5.625,-15.0,0,5,false,236
61,2024-02-21T22:48:03.026+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,5.75,-14.9375,0,5,false,237
62,2024-02-21T22:48:03.058+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,5.75,-15.0,0,5,false,238
63,2024-02-21T22:48:03.174+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.125,5.625,-15.0,0,5,false,239
64,2024-02-21T22:48:03.177+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,5.625,-14.8125,0,5,false,240
65,2024-02-21T22:48:03.209+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.3125,5.5625,-15.0,0,5,false,241
66,2024-02-21T22:48:03.283+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.25,5.625,-15.0,0,5,false,242
67,2024-02-21T22:48:03.321+0900,0,0,0,0,0,0,false,0.0,0.0,0.0,-3.1875,5.625,-14.8125,0,5,false,243
